Aux out [V]	Aux in [V]	PDH out [a.u.]
6.5460E-1	8.6846E-1	-2.1400E+2
6.5471E-1	8.6700E-1	-7.1000E+2
6.5483E-1	8.6627E-1	9.8000E+1
6.5483E-1	8.6700E-1	-6.8900E+2
6.5495E-1	8.6870E-1	-3.9500E+2
6.5507E-1	8.6700E-1	1.5700E+2
6.5507E-1	8.6700E-1	-1.0300E+2
6.5518E-1	8.6773E-1	3.3500E+2
6.5530E-1	8.6822E-1	-2.0200E+2
6.5530E-1	8.6749E-1	-6.7600E+2
6.5542E-1	8.6700E-1	-1.3200E+2
6.5554E-1	8.6627E-1	-4.7100E+2
6.5566E-1	8.6603E-1	-2.4300E+2
6.5566E-1	8.6676E-1	2.2900E+2
6.5577E-1	8.6822E-1	-5.5400E+2
6.5589E-1	8.6555E-1	-9.7500E+2
6.5589E-1	8.6627E-1	-6.4000E+2
6.5601E-1	8.6749E-1	2.1900E+2
6.5613E-1	8.6627E-1	5.9000E+1
6.5613E-1	8.6700E-1	-3.8700E+2
6.5624E-1	8.6700E-1	-2.5000E+2
6.5636E-1	8.6652E-1	-2.1300E+2
6.5648E-1	8.6700E-1	-2.9900E+2
6.5648E-1	8.6579E-1	-5.3600E+2
6.5660E-1	8.6579E-1	6.6400E+2
6.5671E-1	8.6700E-1	-4.8100E+2
6.5671E-1	8.6482E-1	-4.8300E+2
6.5683E-1	8.6603E-1	-2.2900E+2
6.5695E-1	8.6530E-1	7.2000E+1
6.5695E-1	8.6530E-1	4.5000E+1
6.5707E-1	8.6603E-1	-3.2000E+2
6.5718E-1	8.6603E-1	1.0900E+2
6.5730E-1	8.6409E-1	1.4000E+2
6.5730E-1	8.6579E-1	-4.3600E+2
6.5742E-1	8.6555E-1	-1.1100E+2
6.5754E-1	8.6482E-1	2.1000E+1
6.5754E-1	8.6555E-1	-2.4800E+2
6.5766E-1	8.6530E-1	6.3000E+1
6.5777E-1	8.6336E-1	-6.3600E+2
6.5777E-1	8.6579E-1	1.1000E+1
6.5789E-1	8.6506E-1	-7.9000E+1
6.5801E-1	8.6385E-1	1.9100E+2
6.5801E-1	8.6409E-1	-8.2500E+2
6.5813E-1	8.6433E-1	3.9100E+2
6.5824E-1	8.6433E-1	-4.8400E+2
6.5836E-1	8.6579E-1	-3.9500E+2
6.5836E-1	8.6457E-1	-3.7600E+2
6.5848E-1	8.6530E-1	-1.5100E+2
6.5860E-1	8.6409E-1	-3.8800E+2
6.5860E-1	8.6409E-1	2.0900E+2
6.5871E-1	8.6336E-1	-7.8100E+2
6.5883E-1	8.6457E-1	1.1500E+2
6.5883E-1	8.6482E-1	-1.9900E+2
6.5895E-1	8.6215E-1	-1.7000E+2
6.5907E-1	8.6215E-1	-7.6000E+2
6.5907E-1	8.6336E-1	-5.1000E+1
6.5918E-1	8.6215E-1	1.1000E+1
6.5930E-1	8.6263E-1	-3.0500E+2
6.5942E-1	8.6287E-1	2.3700E+2
6.5942E-1	8.6385E-1	-3.8000E+2
6.5954E-1	8.6409E-1	-4.6000E+2
6.5966E-1	8.6287E-1	-5.6500E+2
6.5966E-1	8.6166E-1	-5.9000E+2
6.5977E-1	8.6215E-1	2.3900E+2
6.5989E-1	8.6263E-1	-1.1800E+2
6.5989E-1	8.6336E-1	3.3800E+2
6.6001E-1	8.6142E-1	-1.1490E+3
6.6013E-1	8.6093E-1	3.2900E+2
6.6013E-1	8.6093E-1	-2.0700E+2
6.6024E-1	8.6117E-1	-2.9800E+2
6.6036E-1	8.6093E-1	-6.4100E+2
6.6048E-1	8.6312E-1	-4.4700E+2
6.6048E-1	8.6142E-1	-3.5000E+2
6.6060E-1	8.6166E-1	-8.8400E+2
6.6071E-1	8.6239E-1	-4.5100E+2
6.6071E-1	8.6190E-1	7.1000E+1
6.6083E-1	8.6142E-1	-3.4500E+2
6.6095E-1	8.6239E-1	-3.9300E+2
6.6095E-1	8.6190E-1	-5.2000E+1
6.6107E-1	8.6287E-1	-3.9900E+2
6.6119E-1	8.6093E-1	-5.4700E+2
6.6130E-1	8.6093E-1	-2.9700E+2
6.6130E-1	8.5996E-1	-1.2970E+3
6.6142E-1	8.6166E-1	-2.3300E+2
6.6154E-1	8.6166E-1	-2.2500E+2
6.6154E-1	8.6069E-1	-2.2300E+2
6.6166E-1	8.6117E-1	2.0800E+2
6.6177E-1	8.6093E-1	-5.6700E+2
6.6177E-1	8.6166E-1	-3.2300E+2
6.6189E-1	8.6093E-1	-1.9900E+2
6.6201E-1	8.6166E-1	-1.4700E+2
6.6213E-1	8.6093E-1	2.2000E+1
6.6213E-1	8.6020E-1	-4.5100E+2
6.6224E-1	8.6166E-1	-2.9400E+2
6.6236E-1	8.6263E-1	-7.1100E+2
6.6236E-1	8.6166E-1	-8.4000E+1
6.6248E-1	8.6020E-1	-4.4100E+2
6.6260E-1	8.6093E-1	-4.9500E+2
6.6260E-1	8.6215E-1	-8.1400E+2
6.6271E-1	8.6215E-1	-4.4300E+2
6.6283E-1	8.6166E-1	-7.0000E+1
6.6295E-1	8.6239E-1	-2.0400E+2
6.6295E-1	8.6142E-1	-4.7300E+2
6.6307E-1	8.6020E-1	1.8000E+2
6.6319E-1	8.6142E-1	-1.2800E+2
6.6319E-1	8.6142E-1	8.3000E+1
6.6330E-1	8.6044E-1	1.8300E+2
6.6342E-1	8.6239E-1	4.4100E+2
6.6342E-1	8.6263E-1	-3.2900E+2
6.6354E-1	8.6239E-1	-2.3900E+2
6.6366E-1	8.6239E-1	-3.0400E+2
6.6366E-1	8.6020E-1	2.2000E+1
6.6377E-1	8.6166E-1	-4.2100E+2
6.6389E-1	8.6215E-1	2.9000E+1
6.6401E-1	8.6069E-1	-5.6900E+2
6.6401E-1	8.6020E-1	-6.2400E+2
6.6413E-1	8.6239E-1	-4.0000E+1
6.6424E-1	8.6142E-1	-1.8800E+2
6.6424E-1	8.6312E-1	-6.9000E+2
6.6436E-1	8.6287E-1	-4.9600E+2
6.6448E-1	8.6215E-1	-3.7000E+1
6.6448E-1	8.5996E-1	-5.8100E+2
6.6460E-1	8.6166E-1	-5.7600E+2
6.6471E-1	8.6069E-1	-2.5200E+2
6.6471E-1	8.6190E-1	-4.5900E+2
6.6483E-1	8.5996E-1	7.8000E+1
6.6495E-1	8.6044E-1	-7.1000E+1
6.6507E-1	8.6117E-1	-1.5600E+2
6.6507E-1	8.6044E-1	-9.7100E+2
6.6519E-1	8.6215E-1	-1.1580E+3
6.6530E-1	8.6093E-1	-1.0660E+3
6.6530E-1	8.6166E-1	8.4000E+1
6.6542E-1	8.6142E-1	-7.1100E+2
6.6554E-1	8.6142E-1	5.0400E+2
6.6554E-1	8.6142E-1	-3.3900E+2
6.6566E-1	8.6093E-1	-1.7600E+2
6.6577E-1	8.6044E-1	-4.8100E+2
6.6589E-1	8.6166E-1	-1.7800E+2
6.6589E-1	8.6190E-1	-7.6700E+2
6.6601E-1	8.6166E-1	-4.9000E+1
6.6613E-1	8.6263E-1	-1.7000E+2
6.6613E-1	8.6263E-1	-4.6500E+2
6.6624E-1	8.6409E-1	-8.1800E+2
6.6636E-1	8.6239E-1	-4.2100E+2
6.6636E-1	8.6239E-1	-8.4200E+2
6.6648E-1	8.6287E-1	-9.5300E+2
6.6660E-1	8.6287E-1	-4.4700E+2
6.6671E-1	8.6166E-1	-3.9400E+2
6.6671E-1	8.6263E-1	-3.8600E+2
6.6683E-1	8.6312E-1	-1.0290E+3
6.6695E-1	8.6336E-1	-1.3300E+2
6.6695E-1	8.6239E-1	-6.9500E+2
6.6707E-1	8.6312E-1	-6.8000E+2
6.6719E-1	8.6312E-1	-9.5200E+2
6.6719E-1	8.6409E-1	-1.2760E+3
6.6730E-1	8.6287E-1	-6.4800E+2
6.6742E-1	8.6360E-1	-9.7800E+2
6.6754E-1	8.6433E-1	-7.7900E+2
6.6754E-1	8.6506E-1	-1.0560E+3
6.6766E-1	8.6336E-1	-1.1280E+3
6.6777E-1	8.6457E-1	-6.7100E+2
6.6777E-1	8.6457E-1	-1.3630E+3
6.6789E-1	8.6530E-1	-1.2680E+3
6.6801E-1	8.6700E-1	-1.1940E+3
6.6801E-1	8.6773E-1	-1.0990E+3
6.6813E-1	8.6627E-1	-9.5200E+2
6.6824E-1	8.6773E-1	-1.1670E+3
6.6824E-1	8.6773E-1	-1.0430E+3
6.6836E-1	8.6846E-1	-1.3370E+3
6.6848E-1	8.6798E-1	-6.8400E+2
6.6860E-1	8.7089E-1	-5.4000E+2
6.6860E-1	8.6895E-1	-1.0550E+3
6.6872E-1	8.6943E-1	-8.1400E+2
6.6883E-1	8.6992E-1	-9.0500E+2
6.6883E-1	8.6895E-1	-6.3400E+2
6.6895E-1	8.6943E-1	-5.7200E+2
6.6907E-1	8.6968E-1	-5.8700E+2
6.6907E-1	8.6822E-1	-2.7200E+2
6.6919E-1	8.6725E-1	-1.7600E+2
6.6930E-1	8.6919E-1	-5.2200E+2
6.6930E-1	8.6992E-1	-2.2600E+2
6.6942E-1	8.6846E-1	-6.1000E+1
6.6954E-1	8.6919E-1	7.4000E+1
6.6966E-1	8.6798E-1	-5.5000E+1
6.6966E-1	8.6652E-1	-2.3000E+2
6.6977E-1	8.6773E-1	4.3000E+1
6.6989E-1	8.6700E-1	-2.7300E+2
6.6989E-1	8.6627E-1	5.7400E+2
6.7001E-1	8.6822E-1	4.5500E+2
6.7013E-1	8.6603E-1	7.8900E+2
6.7013E-1	8.6579E-1	-1.8000E+1
6.7024E-1	8.6482E-1	3.0700E+2
6.7036E-1	8.6409E-1	4.0900E+2
6.7048E-1	8.6336E-1	2.1500E+2
6.7048E-1	8.6433E-1	1.9000E+1
6.7060E-1	8.6409E-1	9.6000E+1
6.7072E-1	8.6409E-1	4.4200E+2
6.7072E-1	8.6215E-1	-9.3000E+1
6.7083E-1	8.6263E-1	1.6100E+2
6.7095E-1	8.6312E-1	3.0900E+2
6.7095E-1	8.6287E-1	-4.3000E+1
6.7107E-1	8.6287E-1	-2.7000E+2
6.7119E-1	8.6263E-1	-5.7500E+2
6.7119E-1	8.6239E-1	6.3000E+1
6.7130E-1	8.6142E-1	-5.0900E+2
6.7142E-1	8.6287E-1	3.0000E+2
6.7154E-1	8.6117E-1	8.5000E+1
6.7154E-1	8.6215E-1	-1.0500E+2
6.7166E-1	8.6069E-1	-9.8000E+1
6.7177E-1	8.6117E-1	-8.7000E+1
6.7177E-1	8.6044E-1	2.4900E+2
6.7189E-1	8.6142E-1	-4.1600E+2
6.7201E-1	8.6069E-1	-8.8300E+2
6.7201E-1	8.6044E-1	-2.6600E+2
6.7213E-1	8.6093E-1	-4.7500E+2
6.7224E-1	8.5923E-1	2.0300E+2
6.7236E-1	8.5972E-1	7.6000E+1
6.7236E-1	8.5947E-1	3.9000E+2
6.7248E-1	8.6044E-1	5.2000E+1
6.7260E-1	8.5996E-1	-6.0900E+2
6.7260E-1	8.5947E-1	-5.1600E+2
6.7272E-1	8.5850E-1	-2.1700E+2
6.7283E-1	8.6142E-1	-3.5100E+2
6.7283E-1	8.5972E-1	-3.0400E+2
6.7295E-1	8.5826E-1	6.0000E+0
6.7307E-1	8.5996E-1	1.4000E+1
6.7319E-1	8.5972E-1	-1.8000E+2
6.7319E-1	8.6069E-1	-5.2900E+2
6.7330E-1	8.5923E-1	-4.8700E+2
6.7342E-1	8.5899E-1	-5.9600E+2
6.7342E-1	8.5947E-1	-4.9300E+2
6.7354E-1	8.5972E-1	-2.7100E+2
6.7366E-1	8.5874E-1	-5.0400E+2
6.7366E-1	8.6044E-1	-3.6200E+2
6.7377E-1	8.5850E-1	3.2700E+2
6.7389E-1	8.6093E-1	-4.9100E+2
6.7389E-1	8.5947E-1	-1.9200E+2
6.7401E-1	8.5923E-1	-2.1700E+2
6.7413E-1	8.6117E-1	-6.3100E+2
6.7424E-1	8.6215E-1	-1.6600E+2
6.7424E-1	8.5972E-1	-4.3000E+2
6.7436E-1	8.6044E-1	-8.0200E+2
6.7448E-1	8.6069E-1	-6.1600E+2
6.7448E-1	8.6093E-1	-7.3600E+2
6.7460E-1	8.6044E-1	2.8000E+1
6.7472E-1	8.6166E-1	-5.8900E+2
6.7472E-1	8.6020E-1	-3.8000E+2
6.7483E-1	8.6117E-1	-1.2350E+3
6.7495E-1	8.6142E-1	-5.3000E+2
6.7495E-1	8.6069E-1	-6.0300E+2
6.7507E-1	8.6215E-1	-4.7600E+2
6.7519E-1	8.6263E-1	-5.6800E+2
6.7530E-1	8.6142E-1	-3.9100E+2
6.7530E-1	8.6263E-1	-9.7500E+2
6.7542E-1	8.6166E-1	-7.8700E+2
6.7554E-1	8.6239E-1	-1.1630E+3
6.7554E-1	8.6215E-1	-9.0300E+2
6.7566E-1	8.6142E-1	-7.1700E+2
6.7577E-1	8.6457E-1	-1.3730E+3
6.7577E-1	8.6263E-1	-3.6600E+2
6.7589E-1	8.6385E-1	-6.3900E+2
6.7601E-1	8.6336E-1	-1.1250E+3
6.7613E-1	8.6482E-1	-9.2900E+2
6.7613E-1	8.6336E-1	-1.0700E+3
6.7625E-1	8.6433E-1	-5.1700E+2
6.7636E-1	8.6409E-1	-5.3200E+2
6.7636E-1	8.6336E-1	-1.0310E+3
6.7648E-1	8.6603E-1	-6.9000E+2
6.7660E-1	8.6555E-1	-7.4700E+2
6.7660E-1	8.6482E-1	-1.1150E+3
6.7672E-1	8.6652E-1	-1.1620E+3
6.7683E-1	8.6482E-1	-8.4700E+2
6.7695E-1	8.6506E-1	-1.2010E+3
6.7695E-1	8.6530E-1	-5.6600E+2
6.7707E-1	8.6725E-1	-6.9800E+2
6.7719E-1	8.6725E-1	-6.4800E+2
6.7719E-1	8.6457E-1	-3.5600E+2
6.7730E-1	8.6676E-1	-3.4900E+2
6.7742E-1	8.6627E-1	-4.4900E+2
6.7742E-1	8.6482E-1	-9.0000E+2
6.7754E-1	8.6652E-1	-2.9500E+2
6.7766E-1	8.6506E-1	1.4700E+2
6.7777E-1	8.6603E-1	5.9100E+2
6.7777E-1	8.6457E-1	8.5000E+1
6.7789E-1	8.6409E-1	-2.7900E+2
6.7801E-1	8.6312E-1	4.1700E+2
6.7801E-1	8.6482E-1	9.4000E+1
6.7813E-1	8.6555E-1	6.3900E+2
6.7825E-1	8.6385E-1	6.0600E+2
6.7825E-1	8.6457E-1	1.6900E+2
6.7836E-1	8.6433E-1	5.7200E+2
6.7848E-1	8.6482E-1	2.6700E+2
6.7848E-1	8.6482E-1	5.9100E+2
6.7860E-1	8.6287E-1	1.9000E+2
6.7872E-1	8.6239E-1	-2.3800E+2
6.7883E-1	8.6239E-1	-2.0200E+2
6.7883E-1	8.6336E-1	-3.4800E+2
6.7895E-1	8.6263E-1	-3.4100E+2
6.7907E-1	8.6385E-1	6.5700E+2
6.7907E-1	8.6069E-1	-2.9300E+2
6.7919E-1	8.6093E-1	1.2100E+2
6.7930E-1	8.6166E-1	-1.6700E+2
6.7930E-1	8.6020E-1	-5.0900E+2
6.7942E-1	8.5972E-1	-2.3600E+2
6.7954E-1	8.5996E-1	-5.6300E+2
6.7954E-1	8.6142E-1	-2.0200E+2
6.7966E-1	8.5972E-1	-2.7900E+2
6.7977E-1	8.5947E-1	-9.8600E+2
6.7989E-1	8.5996E-1	2.0200E+2
6.7989E-1	8.5899E-1	1.9000E+2
6.8001E-1	8.5874E-1	-3.6800E+2
6.8013E-1	8.5947E-1	-1.5000E+2
6.8013E-1	8.5777E-1	2.9900E+2
6.8025E-1	8.5972E-1	1.6900E+2
6.8036E-1	8.6069E-1	1.6000E+2
6.8036E-1	8.5996E-1	-3.7600E+2
6.8048E-1	8.6044E-1	-6.4200E+2
6.8060E-1	8.5972E-1	-5.0100E+2
6.8072E-1	8.6142E-1	8.6000E+1
6.8072E-1	8.5899E-1	-5.2200E+2
6.8083E-1	8.5923E-1	-7.2200E+2
6.8095E-1	8.5947E-1	3.0000E+1
6.8095E-1	8.6117E-1	-1.0940E+3
6.8107E-1	8.5874E-1	-5.1300E+2
6.8119E-1	8.5947E-1	-6.3900E+2
6.8119E-1	8.5802E-1	-4.3600E+2
6.8130E-1	8.6020E-1	-7.0800E+2
6.8142E-1	8.6020E-1	-6.6000E+1
6.8142E-1	8.5850E-1	-4.0800E+2
6.8154E-1	8.5972E-1	-2.6700E+2
6.8166E-1	8.5874E-1	-2.3100E+2
6.8177E-1	8.6069E-1	-8.0200E+2
6.8177E-1	8.5972E-1	-4.0300E+2
6.8189E-1	8.5850E-1	-5.2900E+2
6.8201E-1	8.5923E-1	-1.9300E+2
6.8201E-1	8.6044E-1	-7.2800E+2
6.8213E-1	8.5777E-1	-4.2200E+2
6.8225E-1	8.5874E-1	-6.5800E+2
6.8225E-1	8.5923E-1	-4.8400E+2
6.8236E-1	8.5923E-1	-1.7500E+2
6.8248E-1	8.5899E-1	-3.2700E+2
6.8260E-1	8.6044E-1	-9.5800E+2
6.8260E-1	8.5996E-1	-9.1100E+2
6.8272E-1	8.5996E-1	-1.1180E+3
6.8283E-1	8.5996E-1	-5.6300E+2
6.8283E-1	8.6069E-1	-3.0000E+2
6.8295E-1	8.6117E-1	-5.7600E+2
6.8307E-1	8.5947E-1	-8.0400E+2
6.8307E-1	8.6142E-1	-4.6200E+2
6.8319E-1	8.6044E-1	-2.7000E+2
6.8330E-1	8.6044E-1	-1.5300E+2
6.8342E-1	8.6117E-1	-7.9500E+2
6.8342E-1	8.6190E-1	-7.7100E+2
6.8354E-1	8.6069E-1	-9.0000E+2
6.8366E-1	8.6069E-1	-4.6000E+2
6.8366E-1	8.6093E-1	-3.6500E+2
6.8378E-1	8.6142E-1	-2.6000E+2
6.8389E-1	8.6069E-1	-8.8200E+2
6.8389E-1	8.6093E-1	-8.9900E+2
6.8401E-1	8.6190E-1	-8.9700E+2
6.8413E-1	8.6044E-1	-6.2300E+2
6.8413E-1	8.6142E-1	-9.9500E+2
6.8425E-1	8.6312E-1	-1.4040E+3
6.8436E-1	8.6263E-1	-9.2000E+2
6.8448E-1	8.6336E-1	-8.6700E+2
6.8448E-1	8.6482E-1	-9.2800E+2
6.8460E-1	8.6385E-1	-1.0660E+3
6.8472E-1	8.6190E-1	-1.0880E+3
6.8472E-1	8.6312E-1	-1.1240E+3
6.8483E-1	8.6336E-1	-8.6900E+2
6.8495E-1	8.6336E-1	-6.3700E+2
6.8495E-1	8.6360E-1	-2.1000E+2
6.8507E-1	8.6555E-1	-7.4000E+2
6.8519E-1	8.6530E-1	-1.2680E+3
6.8519E-1	8.6506E-1	-8.2700E+2
6.8530E-1	8.6579E-1	-7.8200E+2
6.8542E-1	8.6603E-1	-5.9900E+2
6.8554E-1	8.6773E-1	-1.0890E+3
6.8554E-1	8.6773E-1	-1.3700E+3
6.8566E-1	8.6798E-1	-1.5410E+3
6.8578E-1	8.6895E-1	-1.1950E+3
6.8578E-1	8.6725E-1	-1.4270E+3
6.8589E-1	8.6943E-1	-7.9900E+2
6.8601E-1	8.6895E-1	-1.1820E+3
6.8601E-1	8.6822E-1	-1.1700E+2
6.8613E-1	8.6992E-1	-1.4750E+3
6.8625E-1	8.6919E-1	-1.2630E+3
6.8636E-1	8.7065E-1	-8.1700E+2
6.8636E-1	8.7113E-1	-8.5000E+2
6.8648E-1	8.7089E-1	-8.7300E+2
6.8660E-1	8.7016E-1	-8.6000E+2
6.8660E-1	8.7138E-1	-9.2400E+2
6.8672E-1	8.7259E-1	-3.1000E+1
6.8683E-1	8.7040E-1	-2.1700E+2
6.8683E-1	8.7162E-1	-4.0400E+2
6.8695E-1	8.6919E-1	-4.9200E+2
6.8707E-1	8.7065E-1	-1.0610E+3
6.8719E-1	8.7283E-1	-2.8100E+2
6.8719E-1	8.7162E-1	-3.4300E+2
6.8730E-1	8.6968E-1	1.5400E+2
6.8742E-1	8.7089E-1	-1.0240E+3
6.8742E-1	8.6968E-1	-2.9700E+2
6.8754E-1	8.6870E-1	-3.4100E+2
6.8766E-1	8.7016E-1	-2.9400E+2
6.8766E-1	8.6919E-1	-2.2500E+2
6.8778E-1	8.6943E-1	-3.0000E+1
6.8789E-1	8.7016E-1	1.0500E+2
6.8801E-1	8.6943E-1	-1.1100E+2
6.8801E-1	8.6725E-1	-1.9000E+1
6.8813E-1	8.6798E-1	-2.5200E+2
6.8825E-1	8.6773E-1	-7.8000E+1
6.8825E-1	8.6870E-1	-2.8400E+2
6.8836E-1	8.6530E-1	-6.4000E+1
6.8848E-1	8.6846E-1	-7.1000E+1
6.8848E-1	8.6579E-1	-5.1000E+2
6.8860E-1	8.6530E-1	-5.4200E+2
6.8872E-1	8.6627E-1	-4.6300E+2
6.8872E-1	8.6530E-1	-2.5800E+2
6.8883E-1	8.6433E-1	-6.0200E+2
6.8895E-1	8.6457E-1	-7.9000E+2
6.8907E-1	8.6555E-1	-3.9300E+2
6.8907E-1	8.6457E-1	-1.8600E+2
6.8919E-1	8.6506E-1	-5.2000E+2
6.8930E-1	8.6530E-1	-5.0000E+2
6.8930E-1	8.6530E-1	-8.1000E+1
6.8942E-1	8.6627E-1	1.5500E+2
6.8954E-1	8.6506E-1	-1.4500E+2
6.8954E-1	8.6312E-1	-6.2900E+2
6.8966E-1	8.6482E-1	-9.5000E+2
6.8978E-1	8.6457E-1	-3.5400E+2
6.8978E-1	8.6433E-1	-6.0800E+2
6.8989E-1	8.6627E-1	-5.8200E+2
6.9001E-1	8.6676E-1	-8.3000E+2
6.9013E-1	8.6482E-1	-1.4700E+2
6.9013E-1	8.6603E-1	-1.4600E+3
6.9025E-1	8.6506E-1	-7.4000E+2
6.9036E-1	8.6433E-1	-1.0290E+3
6.9036E-1	8.6603E-1	-9.0700E+2
6.9048E-1	8.6482E-1	-8.9400E+2
6.9060E-1	8.6555E-1	-7.7000E+2
6.9060E-1	8.6457E-1	-8.4400E+2
6.9072E-1	8.6555E-1	-4.6900E+2
6.9083E-1	8.6482E-1	-9.1600E+2
6.9095E-1	8.6555E-1	-1.1770E+3
6.9095E-1	8.6627E-1	-1.1970E+3
6.9107E-1	8.6603E-1	-6.6000E+2
6.9119E-1	8.6555E-1	-1.2500E+2
6.9119E-1	8.6676E-1	-1.9400E+2
6.9130E-1	8.6725E-1	-1.0010E+3
6.9142E-1	8.6725E-1	-8.5600E+2
6.9142E-1	8.6895E-1	-9.9600E+2
6.9154E-1	8.6773E-1	-8.8500E+2
6.9166E-1	8.6895E-1	-3.7300E+2
6.9178E-1	8.6749E-1	-9.8600E+2
6.9178E-1	8.6870E-1	-1.1180E+3
6.9189E-1	8.7016E-1	-6.7500E+2
6.9201E-1	8.6992E-1	-1.3170E+3
6.9201E-1	8.7065E-1	-1.4570E+3
6.9213E-1	8.6919E-1	-1.0040E+3
6.9225E-1	8.6919E-1	-1.0340E+3
6.9225E-1	8.7065E-1	-7.3000E+2
6.9236E-1	8.7113E-1	-1.6200E+3
6.9248E-1	8.7113E-1	-1.0610E+3
6.9248E-1	8.7356E-1	-1.4910E+3
6.9260E-1	8.7526E-1	-1.4560E+3
6.9272E-1	8.7356E-1	-1.2770E+3
6.9283E-1	8.7551E-1	-1.8520E+3
6.9283E-1	8.7575E-1	-1.6340E+3
6.9295E-1	8.7599E-1	-1.9630E+3
6.9307E-1	8.7551E-1	-1.6780E+3
