Aux out [V]	Aux in [V]	PDH out [a.u.]
-2.9583E-1	5.1597E-1	5.1900E+2
-2.9571E-1	5.1694E-1	1.0010E+3
-2.9571E-1	5.1499E-1	8.0600E+2
-2.9559E-1	5.1402E-1	4.9700E+2
-2.9559E-1	5.1548E-1	5.2700E+2
-2.9547E-1	5.1305E-1	1.2800E+2
-2.9547E-1	5.1378E-1	1.1480E+3
-2.9536E-1	5.1402E-1	6.0100E+2
-2.9536E-1	5.1111E-1	1.0060E+3
-2.9524E-1	5.1111E-1	5.0800E+2
-2.9524E-1	5.1086E-1	1.1260E+3
-2.9512E-1	5.1111E-1	1.2940E+3
-2.9512E-1	5.1014E-1	1.1350E+3
-2.9500E-1	5.1111E-1	7.7000E+2
-2.9500E-1	5.1014E-1	6.3300E+2
-2.9489E-1	5.0892E-1	4.1800E+2
-2.9477E-1	5.0868E-1	4.8200E+2
-2.9477E-1	5.1038E-1	9.0900E+2
-2.9465E-1	5.0941E-1	7.0300E+2
-2.9465E-1	5.0916E-1	7.5900E+2
-2.9453E-1	5.0941E-1	7.6800E+2
-2.9453E-1	5.0941E-1	6.2300E+2
-2.9442E-1	5.0746E-1	2.9700E+2
-2.9442E-1	5.0843E-1	4.2200E+2
-2.9430E-1	5.0698E-1	7.9000E+2
-2.9430E-1	5.0552E-1	3.3700E+2
-2.9418E-1	5.0528E-1	5.5500E+2
-2.9418E-1	5.0625E-1	1.1190E+3
-2.9406E-1	5.0528E-1	1.2220E+3
-2.9406E-1	5.0746E-1	6.1700E+2
-2.9395E-1	5.0503E-1	8.8900E+2
-2.9395E-1	5.0552E-1	4.6800E+2
-2.9383E-1	5.0358E-1	3.3800E+2
-2.9383E-1	5.0528E-1	8.7600E+2
-2.9371E-1	5.0503E-1	7.8700E+2
-2.9371E-1	5.0382E-1	1.0000E+0
-2.9359E-1	5.0285E-1	5.6700E+2
-2.9359E-1	5.0236E-1	4.4300E+2
-2.9347E-1	5.0333E-1	4.0600E+2
-2.9347E-1	5.0406E-1	4.9700E+2
-2.9336E-1	5.0139E-1	3.4000E+1
-2.9336E-1	5.0066E-1	4.8800E+2
-2.9324E-1	5.0042E-1	4.6400E+2
-2.9324E-1	5.0188E-1	2.5600E+2
-2.9312E-1	5.0139E-1	3.1200E+2
-2.9312E-1	5.0163E-1	4.5700E+2
-2.9300E-1	5.0260E-1	-4.3800E+2
-2.9289E-1	5.0188E-1	5.6000E+1
-2.9289E-1	5.0090E-1	3.1300E+2
-2.9277E-1	5.0115E-1	1.8200E+2
-2.9277E-1	5.0066E-1	7.2600E+2
-2.9265E-1	5.0163E-1	5.2900E+2
-2.9265E-1	4.9993E-1	8.4000E+2
-2.9253E-1	4.9945E-1	7.0200E+2
-2.9253E-1	4.9920E-1	1.8900E+2
-2.9242E-1	4.9920E-1	1.8500E+2
-2.9242E-1	5.0017E-1	4.0200E+2
-2.9230E-1	4.9799E-1	4.6100E+2
-2.9230E-1	4.9920E-1	-2.8000E+1
-2.9218E-1	4.9920E-1	7.0700E+2
-2.9218E-1	4.9945E-1	-1.1100E+2
-2.9206E-1	4.9726E-1	2.0000E+2
-2.9206E-1	4.9993E-1	2.7200E+2
-2.9195E-1	4.9872E-1	-3.8000E+1
-2.9195E-1	4.9702E-1	-1.5600E+2
-2.9183E-1	4.9823E-1	-4.5000E+2
-2.9183E-1	4.9702E-1	9.8000E+1
-2.9171E-1	4.9556E-1	1.3800E+2
-2.9171E-1	4.9775E-1	-8.6000E+1
-2.9159E-1	4.9920E-1	-6.0500E+2
-2.9159E-1	4.9872E-1	4.5700E+2
-2.9147E-1	4.9653E-1	5.9300E+2
-2.9147E-1	4.9605E-1	4.6100E+2
-2.9136E-1	4.9775E-1	9.0000E+0
-2.9136E-1	4.9677E-1	-5.0500E+2
-2.9124E-1	4.9677E-1	-3.3000E+1
-2.9124E-1	4.9629E-1	2.7600E+2
-2.9112E-1	4.9532E-1	-3.2800E+2
-2.9100E-1	4.9750E-1	-3.3000E+1
-2.9100E-1	4.9677E-1	-2.6000E+1
-2.9089E-1	4.9847E-1	-5.1000E+1
-2.9089E-1	4.9677E-1	-8.0000E+1
-2.9077E-1	4.9775E-1	-6.3300E+2
-2.9077E-1	4.9799E-1	-7.5300E+2
-2.9065E-1	4.9750E-1	-4.8000E+2
-2.9065E-1	4.9750E-1	-4.4000E+1
-2.9053E-1	4.9605E-1	-1.5000E+2
-2.9053E-1	4.9507E-1	-2.2000E+2
-2.9042E-1	4.9605E-1	-4.8000E+1
-2.9042E-1	4.9872E-1	-9.3000E+1
-2.9030E-1	4.9702E-1	2.5900E+2
-2.9030E-1	4.9629E-1	-6.5300E+2
-2.9018E-1	4.9799E-1	-2.8500E+2
-2.9018E-1	4.9750E-1	-7.0400E+2
-2.9006E-1	4.9847E-1	-2.5500E+2
-2.9006E-1	4.9702E-1	-5.9500E+2
-2.8994E-1	4.9872E-1	-5.2000E+2
-2.8994E-1	4.9847E-1	-6.7600E+2
-2.8983E-1	4.9799E-1	-1.6030E+3
-2.8983E-1	4.9726E-1	-1.3370E+3
-2.8971E-1	4.9702E-1	-8.8900E+2
-2.8971E-1	5.0066E-1	-8.9400E+2
-2.8959E-1	4.9993E-1	-9.1700E+2
-2.8959E-1	5.0042E-1	-1.2080E+3
-2.8947E-1	4.9896E-1	-8.4700E+2
-2.8947E-1	4.9896E-1	-1.0260E+3
-2.8936E-1	4.9775E-1	-9.3100E+2
-2.8936E-1	4.9799E-1	-6.3800E+2
-2.8924E-1	4.9847E-1	-6.4600E+2
-2.8912E-1	4.9945E-1	-4.6500E+2
-2.8912E-1	5.0042E-1	-8.3100E+2
-2.8900E-1	4.9872E-1	-8.8000E+2
-2.8900E-1	4.9896E-1	1.6500E+2
-2.8889E-1	4.9969E-1	-5.4400E+2
-2.8889E-1	4.9872E-1	3.5200E+2
-2.8877E-1	4.9799E-1	4.1500E+2
-2.8877E-1	4.9872E-1	6.2700E+2
-2.8865E-1	4.9945E-1	7.4500E+2
-2.8865E-1	4.9896E-1	5.7400E+2
-2.8853E-1	4.9920E-1	3.8900E+2
-2.8853E-1	4.9945E-1	6.1700E+2
-2.8842E-1	4.9750E-1	1.1290E+3
-2.8842E-1	4.9653E-1	1.4430E+3
-2.8830E-1	4.9823E-1	3.3300E+2
-2.8830E-1	4.9653E-1	8.0800E+2
-2.8818E-1	4.9507E-1	1.4890E+3
-2.8818E-1	4.9556E-1	7.2400E+2
-2.8806E-1	4.9434E-1	1.4800E+3
-2.8806E-1	4.9459E-1	1.7460E+3
-2.8794E-1	4.9216E-1	1.9460E+3
-2.8794E-1	4.9313E-1	1.5130E+3
-2.8783E-1	4.9167E-1	1.0310E+3
-2.8783E-1	4.9337E-1	1.5180E+3
-2.8771E-1	4.9167E-1	1.7900E+3
-2.8771E-1	4.9094E-1	1.9070E+3
-2.8759E-1	4.8803E-1	1.5740E+3
-2.8759E-1	4.8949E-1	8.0700E+2
-2.8747E-1	4.8973E-1	1.4580E+3
-2.8747E-1	4.8754E-1	1.3600E+3
-2.8736E-1	4.8657E-1	1.4600E+3
-2.8736E-1	4.8779E-1	1.4140E+3
-2.8724E-1	4.8851E-1	6.7600E+2
-2.8712E-1	4.8803E-1	1.2690E+3
-2.8712E-1	4.8681E-1	1.0560E+3
-2.8700E-1	4.8949E-1	1.6840E+3
-2.8700E-1	4.8681E-1	1.1000E+3
-2.8689E-1	4.8657E-1	8.4200E+2
-2.8689E-1	4.8463E-1	1.1890E+3
-2.8677E-1	4.8681E-1	1.0090E+3
-2.8677E-1	4.8511E-1	4.5000E+2
-2.8665E-1	4.8293E-1	6.3100E+2
-2.8665E-1	4.8366E-1	1.3110E+3
-2.8653E-1	4.8536E-1	4.2400E+2
-2.8653E-1	4.8293E-1	9.3800E+2
-2.8642E-1	4.8098E-1	4.3900E+2
-2.8642E-1	4.8001E-1	1.8800E+2
-2.8630E-1	4.8123E-1	8.4000E+2
-2.8630E-1	4.8317E-1	1.1340E+3
-2.8618E-1	4.8147E-1	3.2100E+2
-2.8618E-1	4.7904E-1	8.4100E+2
-2.8606E-1	4.8050E-1	6.4200E+2
-2.8606E-1	4.7953E-1	5.4900E+2
-2.8594E-1	4.7880E-1	1.0520E+3
-2.8594E-1	4.7831E-1	5.4300E+2
-2.8583E-1	4.7831E-1	8.6000E+2
-2.8583E-1	4.7807E-1	4.1500E+2
-2.8571E-1	4.7758E-1	2.1700E+2
-2.8571E-1	4.7880E-1	1.4200E+2
-2.8559E-1	4.7685E-1	4.8000E+1
-2.8559E-1	4.7807E-1	2.8300E+2
-2.8547E-1	4.7661E-1	2.0300E+2
-2.8547E-1	4.7783E-1	5.6000E+1
-2.8536E-1	4.7734E-1	5.3000E+2
-2.8524E-1	4.7734E-1	-3.4000E+1
-2.8524E-1	4.7831E-1	1.3700E+2
-2.8512E-1	4.7807E-1	4.2600E+2
-2.8512E-1	4.7734E-1	1.5900E+2
-2.8500E-1	4.7734E-1	-3.6000E+1
-2.8500E-1	4.7685E-1	4.0300E+2
-2.8489E-1	4.7540E-1	-3.2300E+2
-2.8489E-1	4.7685E-1	-5.2000E+1
-2.8477E-1	4.7734E-1	-9.0000E+0
-2.8477E-1	4.7540E-1	-7.7000E+1
-2.8465E-1	4.7515E-1	-4.0200E+2
-2.8465E-1	4.7394E-1	2.0300E+2
-2.8453E-1	4.7588E-1	-1.7500E+2
-2.8453E-1	4.7394E-1	-2.3200E+2
-2.8442E-1	4.7588E-1	-7.9500E+2
-2.8442E-1	4.7491E-1	8.5600E+2
-2.8430E-1	4.7442E-1	-3.4900E+2
-2.8430E-1	4.7515E-1	-1.3500E+2
-2.8418E-1	4.7564E-1	-7.3100E+2
-2.8418E-1	4.7612E-1	-5.1000E+1
-2.8406E-1	4.7467E-1	-2.3300E+2
-2.8406E-1	4.7588E-1	3.1300E+2
-2.8394E-1	4.7612E-1	1.0000E+2
-2.8394E-1	4.7588E-1	-2.0000E+1
-2.8383E-1	4.7637E-1	-3.1900E+2
-2.8383E-1	4.7564E-1	-3.4300E+2
-2.8371E-1	4.7637E-1	-1.1900E+2
-2.8371E-1	4.7564E-1	-2.7200E+2
-2.8359E-1	4.7710E-1	-4.3400E+2
-2.8359E-1	4.7612E-1	-7.0800E+2
-2.8347E-1	4.7758E-1	-5.4300E+2
-2.8336E-1	4.7612E-1	-5.5300E+2
-2.8336E-1	4.7612E-1	-8.8600E+2
-2.8324E-1	4.7612E-1	-6.5500E+2
-2.8324E-1	4.7783E-1	-4.1900E+2
-2.8312E-1	4.7564E-1	-5.0900E+2
-2.8312E-1	4.7515E-1	-1.7400E+2
-2.8300E-1	4.7710E-1	-3.5600E+2
-2.8300E-1	4.7734E-1	-6.2100E+2
-2.8289E-1	4.7734E-1	-2.2200E+2
-2.8289E-1	4.7807E-1	-1.1290E+3
-2.8277E-1	4.7661E-1	-9.3700E+2
-2.8277E-1	4.7734E-1	-9.6600E+2
-2.8265E-1	4.7710E-1	-8.4000E+2
-2.8265E-1	4.7588E-1	-7.8400E+2
-2.8253E-1	4.7710E-1	-1.0790E+3
-2.8253E-1	4.7807E-1	-7.6300E+2
-2.8241E-1	4.7977E-1	-1.0810E+3
-2.8241E-1	4.7928E-1	-1.0450E+3
-2.8230E-1	4.7855E-1	-5.4600E+2
-2.8230E-1	4.8147E-1	-6.5400E+2
-2.8218E-1	4.7977E-1	-1.2400E+2
-2.8218E-1	4.8074E-1	-7.0500E+2
-2.8206E-1	4.8025E-1	-9.6400E+2
-2.8206E-1	4.7880E-1	-2.3400E+2
-2.8194E-1	4.7855E-1	-7.8600E+2
-2.8194E-1	4.8050E-1	-5.0300E+2
-2.8183E-1	4.8025E-1	-7.2900E+2
-2.8183E-1	4.8220E-1	-1.1450E+3
-2.8171E-1	4.7855E-1	-2.0500E+2
-2.8171E-1	4.7928E-1	3.3700E+2
-2.8159E-1	4.7904E-1	-8.3000E+1
-2.8147E-1	4.8025E-1	-1.8400E+2
-2.8147E-1	4.7904E-1	2.3400E+2
-2.8136E-1	4.7880E-1	8.9000E+1
-2.8136E-1	4.8098E-1	-1.1300E+2
-2.8124E-1	4.7928E-1	6.8100E+2
-2.8124E-1	4.7758E-1	5.9500E+2
-2.8112E-1	4.7977E-1	1.9300E+2
-2.8112E-1	4.7928E-1	7.0500E+2
-2.8100E-1	4.7588E-1	4.4400E+2
-2.8100E-1	4.7831E-1	5.5300E+2
-2.8089E-1	4.7977E-1	6.6300E+2
-2.8089E-1	4.7807E-1	7.7900E+2
-2.8077E-1	4.7661E-1	1.1430E+3
-2.8077E-1	4.7783E-1	7.5100E+2
-2.8065E-1	4.7953E-1	1.1970E+3
-2.8065E-1	4.7491E-1	5.2500E+2
-2.8053E-1	4.7540E-1	5.9800E+2
-2.8053E-1	4.7491E-1	1.3040E+3
-2.8041E-1	4.7394E-1	9.5100E+2
-2.8041E-1	4.7394E-1	1.1240E+3
-2.8030E-1	4.7370E-1	1.2260E+3
-2.8030E-1	4.7272E-1	1.2390E+3
-2.8018E-1	4.7345E-1	1.0680E+3
-2.8018E-1	4.7418E-1	1.1940E+3
-2.8006E-1	4.7297E-1	4.4100E+2
-2.8006E-1	4.7272E-1	4.7800E+2
-2.7994E-1	4.7321E-1	7.2100E+2
-2.7994E-1	4.7272E-1	8.0600E+2
-2.7983E-1	4.7297E-1	1.0530E+3
-2.7983E-1	4.7321E-1	8.1400E+2
-2.7971E-1	4.7248E-1	3.6000E+2
-2.7959E-1	4.7199E-1	1.3510E+3
-2.7959E-1	4.7248E-1	4.3500E+2
-2.7947E-1	4.7224E-1	1.3800E+2
-2.7947E-1	4.7005E-1	2.2500E+2
-2.7936E-1	4.7175E-1	1.6100E+2
-2.7936E-1	4.7175E-1	-2.1500E+2
-2.7924E-1	4.7175E-1	3.5700E+2
-2.7924E-1	4.7029E-1	1.6800E+2
-2.7912E-1	4.7151E-1	1.8600E+2
-2.7912E-1	4.7102E-1	-4.9000E+1
-2.7900E-1	4.7005E-1	8.6100E+2
-2.7900E-1	4.7054E-1	2.7300E+2
-2.7889E-1	4.7078E-1	2.7300E+2
-2.7889E-1	4.7102E-1	-9.8000E+1
-2.7877E-1	4.7199E-1	3.4300E+2
-2.7877E-1	4.7345E-1	-1.3700E+2
-2.7865E-1	4.7321E-1	-2.1600E+2
-2.7865E-1	4.7151E-1	-1.4700E+2
-2.7853E-1	4.7272E-1	-1.1700E+2
-2.7853E-1	4.7224E-1	7.9000E+1
-2.7841E-1	4.7272E-1	-4.0000E+1
-2.7841E-1	4.7272E-1	-4.3800E+2
-2.7830E-1	4.7175E-1	-3.6700E+2
-2.7830E-1	4.7321E-1	-8.5000E+2
-2.7818E-1	4.7297E-1	1.6000E+1
-2.7818E-1	4.7272E-1	-2.7400E+2
-2.7806E-1	4.7345E-1	-1.0500E+2
-2.7806E-1	4.7467E-1	-7.6500E+2
-2.7794E-1	4.7612E-1	-3.5500E+2
-2.7794E-1	4.7515E-1	-5.8300E+2
-2.7783E-1	4.7540E-1	-9.9100E+2
-2.7771E-1	4.7685E-1	-9.6300E+2
-2.7771E-1	4.7515E-1	-5.8000E+2
-2.7759E-1	4.7637E-1	-1.3140E+3
-2.7759E-1	4.7904E-1	-6.2200E+2
-2.7747E-1	4.7734E-1	-1.8790E+3
-2.7747E-1	4.7831E-1	-1.3830E+3
-2.7736E-1	4.8050E-1	-9.8700E+2
-2.7736E-1	4.8268E-1	-8.3500E+2
-2.7724E-1	4.8074E-1	-1.1040E+3
-2.7724E-1	4.8171E-1	-7.9700E+2
-2.7712E-1	4.8536E-1	-1.8640E+3
-2.7712E-1	4.8511E-1	-1.0680E+3
-2.7700E-1	4.8463E-1	-1.5780E+3
-2.7700E-1	4.8730E-1	-1.6030E+3
-2.7689E-1	4.9386E-1	-2.2050E+3
-2.7689E-1	4.9677E-1	-2.5960E+3
-2.7677E-1	4.9702E-1	-2.9650E+3
-2.7677E-1	5.0115E-1	-2.5120E+3
-2.7665E-1	5.0042E-1	-3.0010E+3
-2.7665E-1	5.0163E-1	-2.5350E+3
-2.7653E-1	5.0941E-1	-3.2600E+3
-2.7653E-1	5.1014E-1	-3.7770E+3
-2.7641E-1	5.0941E-1	-3.5580E+3
-2.7641E-1	5.1159E-1	-2.9570E+3
-2.7630E-1	5.1086E-1	-4.2100E+3
-2.7630E-1	5.1548E-1	-3.9550E+3
-2.7618E-1	5.1621E-1	-3.4230E+3
-2.7618E-1	5.1694E-1	-3.7370E+3
-2.7606E-1	5.1888E-1	-3.6530E+3
-2.7606E-1	5.1791E-1	-3.5560E+3
-2.7594E-1	5.2228E-1	-3.4850E+3
-2.7583E-1	5.2787E-1	-3.8500E+3
-2.7583E-1	5.3127E-1	-3.4150E+3
-2.7571E-1	5.3419E-1	-3.5750E+3
-2.7571E-1	5.3419E-1	-3.6070E+3
-2.7559E-1	5.3783E-1	-3.6970E+3
-2.7559E-1	5.4074E-1	-2.9640E+3
-2.7547E-1	5.4293E-1	-2.7560E+3
-2.7547E-1	5.4220E-1	-2.7690E+3
-2.7536E-1	5.4755E-1	-1.4230E+3
-2.7536E-1	5.4803E-1	-1.4270E+3
-2.7524E-1	5.4779E-1	-7.5800E+2
-2.7524E-1	5.4828E-1	-1.0630E+3
-2.7512E-1	5.4900E-1	-2.3700E+2
-2.7512E-1	5.4852E-1	5.0500E+2
-2.7500E-1	5.4342E-1	2.7120E+3
-2.7500E-1	5.3491E-1	3.0200E+3
-2.7488E-1	5.3734E-1	3.0630E+3
-2.7488E-1	5.3516E-1	2.6990E+3
-2.7477E-1	5.2495E-1	3.5630E+3
-2.7477E-1	5.2301E-1	3.6170E+3
-2.7465E-1	5.2350E-1	3.4530E+3
-2.7465E-1	5.2252E-1	3.5660E+3
-2.7453E-1	5.1281E-1	3.1770E+3
-2.7453E-1	5.1572E-1	3.4340E+3
-2.7441E-1	5.1815E-1	3.0180E+3
-2.7441E-1	5.0795E-1	3.2980E+3
-2.7430E-1	5.0236E-1	2.6940E+3
-2.7430E-1	5.0382E-1	2.8770E+3
-2.7418E-1	5.0795E-1	3.4640E+3
-2.7418E-1	5.0260E-1	2.6880E+3
-2.7406E-1	5.0042E-1	3.1800E+3
-2.7394E-1	4.9945E-1	2.4430E+3
-2.7394E-1	4.9434E-1	2.3780E+3
-2.7383E-1	4.9264E-1	2.6780E+3
-2.7383E-1	4.9143E-1	2.0720E+3
-2.7371E-1	4.9143E-1	2.2440E+3
-2.7371E-1	4.8827E-1	1.8580E+3
-2.7359E-1	4.8779E-1	1.7910E+3
-2.7359E-1	4.8536E-1	1.1770E+3
-2.7347E-1	4.8366E-1	9.7900E+2
-2.7347E-1	4.8171E-1	5.4500E+2
-2.7336E-1	4.8171E-1	7.5000E+2
-2.7336E-1	4.8220E-1	1.1650E+3
-2.7324E-1	4.7880E-1	1.0160E+3
-2.7324E-1	4.7807E-1	7.3000E+2
-2.7312E-1	4.7564E-1	7.7800E+2
-2.7312E-1	4.7442E-1	7.9700E+2
-2.7300E-1	4.7394E-1	8.6300E+2
-2.7300E-1	4.7418E-1	-1.0000E+2
-2.7288E-1	4.7272E-1	3.0400E+2
-2.7288E-1	4.7321E-1	2.9100E+2
-2.7277E-1	4.7272E-1	1.8500E+2
-2.7277E-1	4.7175E-1	6.4100E+2
-2.7265E-1	4.7248E-1	1.2000E+1
-2.7265E-1	4.7370E-1	1.9800E+2
-2.7253E-1	4.7272E-1	-7.8000E+1
-2.7253E-1	4.7321E-1	-2.8100E+2
-2.7241E-1	4.7199E-1	3.7000E+1
-2.7241E-1	4.7224E-1	-4.9000E+2
-2.7230E-1	4.7199E-1	-1.9900E+2
-2.7230E-1	4.7224E-1	-4.6900E+2
-2.7218E-1	4.7297E-1	-7.8700E+2
-2.7218E-1	4.7248E-1	-2.6200E+2
-2.7206E-1	4.7248E-1	4.0000E+1
-2.7194E-1	4.7345E-1	-3.7600E+2
-2.7194E-1	4.7199E-1	-3.8200E+2
-2.7183E-1	4.7297E-1	-2.1100E+2
-2.7183E-1	4.7442E-1	-9.5300E+2
-2.7171E-1	4.7540E-1	-5.7100E+2
-2.7171E-1	4.7394E-1	-7.8500E+2
-2.7159E-1	4.7418E-1	-7.5900E+2
-2.7159E-1	4.7467E-1	-1.5120E+3
-2.7147E-1	4.7564E-1	-6.3900E+2
-2.7147E-1	4.7685E-1	-7.6800E+2
-2.7136E-1	4.7637E-1	-9.5900E+2
-2.7136E-1	4.7710E-1	-8.1600E+2
-2.7124E-1	4.7928E-1	-1.3540E+3
-2.7124E-1	4.8025E-1	-1.5180E+3
-2.7112E-1	4.8366E-1	-1.3520E+3
-2.7112E-1	4.8196E-1	-2.1090E+3
-2.7100E-1	4.8414E-1	-1.4750E+3
