Aux out [V]	Aux in [V]	PDH out [a.u.]
-6.7703E-1	1.0805E+0	-6.4400E+2
-6.7668E-1	1.0815E+0	-7.2800E+2
-6.7633E-1	1.0803E+0	-6.1100E+2
-6.7597E-1	1.0810E+0	-1.4720E+3
-6.7574E-1	1.0810E+0	-1.9000E+1
-6.7527E-1	1.0808E+0	-9.4300E+2
-6.7503E-1	1.0801E+0	-4.6300E+2
-6.7468E-1	1.0793E+0	3.6400E+2
-6.7433E-1	1.0796E+0	-6.1500E+2
-6.7397E-1	1.0808E+0	-8.3300E+2
-6.7362E-1	1.0810E+0	-2.9300E+2
-6.7327E-1	1.0796E+0	-4.7100E+2
-6.7291E-1	1.0805E+0	-5.3400E+2
-6.7256E-1	1.0798E+0	-7.7100E+2
-6.7233E-1	1.0798E+0	-7.2200E+2
-6.7197E-1	1.0810E+0	-8.4400E+2
-6.7162E-1	1.0810E+0	-1.4060E+3
-6.7127E-1	1.0801E+0	-4.0800E+2
-6.7091E-1	1.0803E+0	-1.0440E+3
-6.7056E-1	1.0788E+0	-7.4900E+2
-6.7021E-1	1.0801E+0	-8.3200E+2
-6.6986E-1	1.0793E+0	1.7000E+1
-6.6950E-1	1.0796E+0	-4.6800E+2
-6.6915E-1	1.0801E+0	-2.8800E+2
-6.6891E-1	1.0791E+0	-1.3030E+3
-6.6856E-1	1.0801E+0	-4.8100E+2
-6.6821E-1	1.0786E+0	-8.1200E+2
-6.6786E-1	1.0786E+0	-1.1980E+3
-6.6750E-1	1.0788E+0	-7.2500E+2
-6.6715E-1	1.0798E+0	-2.9300E+2
-6.6680E-1	1.0788E+0	-5.5000E+2
-6.6644E-1	1.0796E+0	-1.8600E+2
-6.6609E-1	1.0791E+0	-5.4400E+2
-6.6574E-1	1.0793E+0	-4.2200E+2
-6.6550E-1	1.0791E+0	-3.1700E+2
-6.6515E-1	1.0803E+0	-4.9300E+2
-6.6480E-1	1.0791E+0	-3.6600E+2
-6.6444E-1	1.0776E+0	-2.9000E+2
-6.6409E-1	1.0793E+0	-5.0500E+2
-6.6374E-1	1.0791E+0	-8.5200E+2
-6.6338E-1	1.0786E+0	-6.2500E+2
-6.6303E-1	1.0781E+0	-5.0300E+2
-6.6268E-1	1.0791E+0	-7.4200E+2
-6.6233E-1	1.0798E+0	-8.0200E+2
-6.6209E-1	1.0781E+0	3.1000E+1
-6.6174E-1	1.0791E+0	-5.3100E+2
-6.6138E-1	1.0786E+0	-5.1300E+2
-6.6103E-1	1.0781E+0	-3.3800E+2
-6.6068E-1	1.0781E+0	-1.5300E+2
-6.6033E-1	1.0796E+0	-6.7900E+2
-6.5997E-1	1.0786E+0	-3.0400E+2
-6.5962E-1	1.0774E+0	-4.1500E+2
-6.5927E-1	1.0774E+0	-4.2600E+2
-6.5891E-1	1.0788E+0	-6.9800E+2
-6.5868E-1	1.0784E+0	-4.4200E+2
-6.5833E-1	1.0776E+0	-6.8600E+2
-6.5797E-1	1.0788E+0	-7.9600E+2
-6.5762E-1	1.0762E+0	-4.5400E+2
-6.5727E-1	1.0779E+0	-9.4000E+2
-6.5691E-1	1.0781E+0	-6.2800E+2
-6.5656E-1	1.0769E+0	-1.7900E+2
-6.5621E-1	1.0779E+0	-4.7100E+2
-6.5585E-1	1.0774E+0	-1.0960E+3
-6.5550E-1	1.0779E+0	-6.4200E+2
-6.5527E-1	1.0779E+0	-6.9500E+2
-6.5491E-1	1.0771E+0	-9.1400E+2
-6.5456E-1	1.0767E+0	-4.8600E+2
-6.5421E-1	1.0771E+0	-1.3800E+2
-6.5385E-1	1.0771E+0	-3.8900E+2
-6.5350E-1	1.0771E+0	-3.3700E+2
-6.5315E-1	1.0788E+0	-6.0600E+2
-6.5280E-1	1.0764E+0	-1.0070E+3
-6.5256E-1	1.0767E+0	-5.0200E+2
-6.5209E-1	1.0767E+0	-5.7800E+2
-6.5185E-1	1.0752E+0	-6.3000E+2
-6.5150E-1	1.0754E+0	-8.1900E+2
-6.5115E-1	1.0767E+0	-4.4100E+2
-6.5080E-1	1.0771E+0	-7.1100E+2
-6.5044E-1	1.0754E+0	-8.0800E+2
-6.5009E-1	1.0757E+0	-7.1100E+2
-6.4974E-1	1.0781E+0	-5.7600E+2
-6.4938E-1	1.0767E+0	-5.0800E+2
-6.4915E-1	1.0759E+0	-8.8700E+2
-6.4868E-1	1.0752E+0	3.3100E+2
-6.4844E-1	1.0769E+0	-5.8200E+2
-6.4809E-1	1.0757E+0	-5.0100E+2
-6.4774E-1	1.0757E+0	-4.8700E+2
-6.4738E-1	1.0747E+0	-3.5600E+2
-6.4703E-1	1.0742E+0	-8.1000E+1
-6.4668E-1	1.0742E+0	-7.8800E+2
-6.4632E-1	1.0750E+0	-7.3400E+2
-6.4597E-1	1.0740E+0	-6.6700E+2
-6.4574E-1	1.0740E+0	-5.9300E+2
-6.4538E-1	1.0737E+0	-5.7000E+2
-6.4503E-1	1.0742E+0	1.6000E+2
-6.4468E-1	1.0767E+0	-5.6700E+2
-6.4432E-1	1.0742E+0	-3.8900E+2
-6.4397E-1	1.0762E+0	-4.1600E+2
-6.4362E-1	1.0730E+0	-4.8000E+2
-6.4327E-1	1.0745E+0	-4.3700E+2
-6.4291E-1	1.0737E+0	-2.4800E+2
-6.4256E-1	1.0750E+0	-2.2900E+2
-6.4232E-1	1.0740E+0	-6.7400E+2
-6.4197E-1	1.0735E+0	-5.5800E+2
-6.4162E-1	1.0742E+0	-2.6000E+1
-6.4127E-1	1.0733E+0	-5.1000E+2
-6.4091E-1	1.0740E+0	-4.3100E+2
-6.4056E-1	1.0745E+0	-4.7900E+2
-6.4021E-1	1.0735E+0	1.8600E+2
-6.3985E-1	1.0711E+0	-3.9300E+2
-6.3950E-1	1.0735E+0	-3.8100E+2
-6.3927E-1	1.0718E+0	-4.6500E+2
-6.3891E-1	1.0723E+0	-5.8800E+2
-6.3856E-1	1.0723E+0	-8.0000E+0
-6.3821E-1	1.0728E+0	-1.0860E+3
-6.3785E-1	1.0725E+0	-9.9300E+2
-6.3750E-1	1.0703E+0	-1.4200E+2
-6.3715E-1	1.0733E+0	-1.9300E+2
-6.3679E-1	1.0723E+0	-1.0000E+1
-6.3656E-1	1.0718E+0	-6.5100E+2
-6.3609E-1	1.0720E+0	-8.9700E+2
-6.3585E-1	1.0718E+0	-5.2700E+2
-6.3550E-1	1.0703E+0	-5.6100E+2
-6.3515E-1	1.0725E+0	-3.0900E+2
-6.3479E-1	1.0699E+0	-6.8900E+2
-6.3444E-1	1.0706E+0	-1.1200E+3
-6.3409E-1	1.0713E+0	-3.0100E+2
-6.3374E-1	1.0694E+0	-8.7500E+2
-6.3338E-1	1.0703E+0	-1.0450E+3
-6.3315E-1	1.0696E+0	-4.8700E+2
-6.3268E-1	1.0699E+0	-4.2100E+2
-6.3244E-1	1.0694E+0	-8.5000E+1
-6.3209E-1	1.0691E+0	-6.6400E+2
-6.3174E-1	1.0708E+0	-6.4300E+2
-6.3138E-1	1.0689E+0	-4.2300E+2
-6.3103E-1	1.0699E+0	-8.6900E+2
-6.3068E-1	1.0686E+0	-6.0000E+2
-6.3032E-1	1.0684E+0	-5.0500E+2
-6.2997E-1	1.0689E+0	1.0000E+0
-6.2974E-1	1.0691E+0	-2.3400E+2
-6.2926E-1	1.0689E+0	-2.7700E+2
-6.2903E-1	1.0677E+0	-4.8700E+2
-6.2868E-1	1.0689E+0	-1.1850E+3
-6.2832E-1	1.0674E+0	-4.1100E+2
-6.2797E-1	1.0672E+0	-5.7600E+2
-6.2762E-1	1.0665E+0	-9.0000E+0
-6.2726E-1	1.0667E+0	-5.6300E+2
-6.2691E-1	1.0662E+0	-6.3800E+2
-6.2656E-1	1.0662E+0	-5.2600E+2
-6.2632E-1	1.0672E+0	-4.8300E+2
-6.2597E-1	1.0665E+0	-4.1300E+2
-6.2562E-1	1.0662E+0	-4.2700E+2
-6.2526E-1	1.0645E+0	-1.2600E+2
-6.2491E-1	1.0655E+0	-5.4900E+2
-6.2456E-1	1.0660E+0	-3.3000E+2
-6.2421E-1	1.0665E+0	-4.8400E+2
-6.2385E-1	1.0669E+0	-4.5800E+2
-6.2350E-1	1.0655E+0	-5.3600E+2
-6.2315E-1	1.0665E+0	-4.9800E+2
-6.2291E-1	1.0652E+0	-1.7800E+2
-6.2256E-1	1.0643E+0	-1.9400E+2
-6.2221E-1	1.0652E+0	-8.3800E+2
-6.2185E-1	1.0631E+0	-2.3600E+2
-6.2150E-1	1.0640E+0	-4.3600E+2
-6.2115E-1	1.0628E+0	-3.6000E+2
-6.2079E-1	1.0631E+0	-4.1100E+2
-6.2044E-1	1.0631E+0	-1.1270E+3
-6.2009E-1	1.0635E+0	-8.7900E+2
-6.1973E-1	1.0635E+0	-4.9600E+2
-6.1950E-1	1.0616E+0	-2.0000E+0
-6.1915E-1	1.0633E+0	-3.8800E+2
-6.1879E-1	1.0606E+0	-9.1000E+1
-6.1844E-1	1.0623E+0	-5.3000E+1
-6.1809E-1	1.0618E+0	-4.2500E+2
-6.1773E-1	1.0589E+0	-5.8000E+2
-6.1738E-1	1.0589E+0	-2.4000E+2
-6.1703E-1	1.0621E+0	2.4700E+2
-6.1668E-1	1.0604E+0	-5.4900E+2
-6.1632E-1	1.0611E+0	-5.2600E+2
-6.1609E-1	1.0599E+0	-6.6800E+2
-6.1573E-1	1.0589E+0	-4.5000E+2
-6.1538E-1	1.0606E+0	-9.0700E+2
-6.1503E-1	1.0587E+0	-6.1900E+2
-6.1468E-1	1.0584E+0	-8.6200E+2
-6.1432E-1	1.0587E+0	7.0000E+1
-6.1397E-1	1.0589E+0	-2.3900E+2
-6.1362E-1	1.0594E+0	1.8000E+1
-6.1326E-1	1.0589E+0	-8.0300E+2
-6.1291E-1	1.0575E+0	-1.2420E+3
-6.1267E-1	1.0572E+0	-8.3800E+2
-6.1232E-1	1.0577E+0	-1.4800E+2
-6.1197E-1	1.0560E+0	-6.3300E+2
-6.1162E-1	1.0558E+0	-1.1400E+2
-6.1126E-1	1.0545E+0	-4.4600E+2
-6.1091E-1	1.0560E+0	-5.0400E+2
-6.1056E-1	1.0550E+0	-3.2700E+2
-6.1020E-1	1.0558E+0	-8.9500E+2
-6.0997E-1	1.0560E+0	-5.8500E+2
-6.0950E-1	1.0533E+0	-9.5000E+2
-6.0926E-1	1.0533E+0	-2.2200E+2
-6.0891E-1	1.0536E+0	-7.2600E+2
-6.0856E-1	1.0555E+0	-4.9800E+2
-6.0820E-1	1.0531E+0	-6.2400E+2
-6.0785E-1	1.0531E+0	-4.3800E+2
-6.0750E-1	1.0524E+0	-3.2800E+2
-6.0715E-1	1.0514E+0	-4.6300E+2
-6.0679E-1	1.0533E+0	-6.3300E+2
-6.0656E-1	1.0514E+0	-6.3100E+2
-6.0609E-1	1.0504E+0	-3.0200E+2
-6.0585E-1	1.0490E+0	-4.2700E+2
-6.0550E-1	1.0499E+0	-5.1100E+2
-6.0514E-1	1.0516E+0	-2.5900E+2
-6.0479E-1	1.0502E+0	-5.9400E+2
-6.0444E-1	1.0487E+0	-3.7800E+2
-6.0409E-1	1.0502E+0	-5.8200E+2
-6.0373E-1	1.0490E+0	-5.3300E+2
-6.0350E-1	1.0494E+0	1.1400E+2
-6.0314E-1	1.0487E+0	-3.7000E+1
-6.0279E-1	1.0487E+0	-4.7900E+2
-6.0244E-1	1.0477E+0	-8.2000E+1
-6.0209E-1	1.0468E+0	-4.9200E+2
-6.0173E-1	1.0480E+0	-6.1400E+2
-6.0138E-1	1.0456E+0	-1.0700E+2
-6.0103E-1	1.0468E+0	-2.4500E+2
-6.0067E-1	1.0460E+0	-7.9100E+2
-6.0032E-1	1.0453E+0	-2.3500E+2
-6.0009E-1	1.0451E+0	-3.6300E+2
-5.9973E-1	1.0456E+0	2.7400E+2
-5.9938E-1	1.0441E+0	-2.2300E+2
-5.9903E-1	1.0426E+0	-3.7600E+2
-5.9867E-1	1.0451E+0	-7.3000E+1
-5.9832E-1	1.0426E+0	1.9500E+2
-5.9797E-1	1.0436E+0	-1.9500E+2
-5.9761E-1	1.0424E+0	-7.5100E+2
-5.9726E-1	1.0412E+0	-2.2500E+2
-5.9691E-1	1.0434E+0	-4.4900E+2
-5.9667E-1	1.0407E+0	-6.5000E+1
-5.9632E-1	1.0400E+0	-1.5800E+2
-5.9597E-1	1.0400E+0	-5.4300E+2
-5.9561E-1	1.0400E+0	-2.8000E+2
-5.9526E-1	1.0395E+0	-9.5000E+1
-5.9491E-1	1.0383E+0	-3.0000E+1
-5.9456E-1	1.0380E+0	-6.0600E+2
-5.9420E-1	1.0388E+0	-1.1260E+3
-5.9385E-1	1.0373E+0	-3.2100E+2
-5.9350E-1	1.0373E+0	-2.1300E+2
-5.9326E-1	1.0375E+0	-4.2200E+2
-5.9291E-1	1.0363E+0	-8.2000E+1
-5.9256E-1	1.0358E+0	1.1900E+2
-5.9220E-1	1.0366E+0	-1.8100E+2
-5.9185E-1	1.0337E+0	-4.1000E+2
-5.9150E-1	1.0358E+0	-9.5800E+2
-5.9114E-1	1.0339E+0	-7.0200E+2
-5.9079E-1	1.0334E+0	8.4000E+1
-5.9056E-1	1.0337E+0	-5.3000E+2
-5.9009E-1	1.0317E+0	-3.3300E+2
-5.8985E-1	1.0317E+0	-7.2300E+2
-5.8950E-1	1.0315E+0	7.0000E+1
-5.8914E-1	1.0322E+0	-3.6400E+2
-5.8879E-1	1.0307E+0	-5.4900E+2
-5.8844E-1	1.0300E+0	-3.6300E+2
-5.8808E-1	1.0298E+0	-2.5200E+2
-5.8773E-1	1.0295E+0	1.1500E+2
-5.8738E-1	1.0283E+0	9.0000E+0
-5.8714E-1	1.0278E+0	-2.5500E+2
-5.8667E-1	1.0273E+0	-3.0000E+0
-5.8644E-1	1.0281E+0	-2.5700E+2
-5.8608E-1	1.0273E+0	-8.5700E+2
-5.8573E-1	1.0273E+0	1.5800E+2
-5.8538E-1	1.0259E+0	-7.7800E+2
-5.8503E-1	1.0249E+0	-8.3600E+2
-5.8467E-1	1.0232E+0	-8.6100E+2
-5.8432E-1	1.0230E+0	-5.8300E+2
-5.8397E-1	1.0225E+0	-4.4000E+2
-5.8373E-1	1.0237E+0	-2.3700E+2
-5.8338E-1	1.0242E+0	-9.2000E+1
-5.8303E-1	1.0239E+0	-7.6300E+2
-5.8267E-1	1.0225E+0	-3.2200E+2
-5.8232E-1	1.0208E+0	4.0000E+1
-5.8197E-1	1.0210E+0	-7.0900E+2
-5.8161E-1	1.0193E+0	1.1900E+2
-5.8126E-1	1.0201E+0	3.3700E+2
-5.8091E-1	1.0184E+0	2.1800E+2
-5.8055E-1	1.0188E+0	-6.6600E+2
-5.8032E-1	1.0186E+0	-2.5000E+1
-5.7997E-1	1.0169E+0	-1.6400E+2
-5.7961E-1	1.0164E+0	-2.9700E+2
-5.7926E-1	1.0157E+0	-6.0000E+0
-5.7891E-1	1.0147E+0	-1.8900E+2
-5.7855E-1	1.0137E+0	-3.0000E+0
-5.7820E-1	1.0137E+0	1.3400E+2
-5.7785E-1	1.0128E+0	-2.3000E+2
-5.7750E-1	1.0130E+0	-4.2900E+2
-5.7714E-1	1.0132E+0	3.7700E+2
-5.7691E-1	1.0115E+0	-2.9700E+2
-5.7655E-1	1.0103E+0	-4.7500E+2
-5.7620E-1	1.0098E+0	1.2500E+2
-5.7585E-1	1.0101E+0	6.4000E+1
-5.7550E-1	1.0096E+0	-1.3000E+1
-5.7514E-1	1.0084E+0	-5.7900E+2
-5.7479E-1	1.0079E+0	-2.8100E+2
-5.7444E-1	1.0060E+0	5.2900E+2
-5.7408E-1	1.0060E+0	-6.6000E+2
-5.7373E-1	1.0043E+0	-4.6400E+2
-5.7350E-1	1.0045E+0	-4.2000E+2
-5.7314E-1	1.0038E+0	-6.3200E+2
-5.7279E-1	1.0043E+0	-5.6300E+2
-5.7244E-1	1.0040E+0	-1.0100E+2
-5.7208E-1	1.0018E+0	7.1200E+2
-5.7173E-1	1.0016E+0	5.9000E+1
-5.7138E-1	9.9989E-1	-4.8400E+2
-5.7102E-1	9.9989E-1	-3.9000E+1
-5.7067E-1	1.0009E+0	-2.7900E+2
-5.7032E-1	9.9965E-1	2.0700E+2
-5.7008E-1	9.9794E-1	-4.0900E+2
-5.6973E-1	9.9722E-1	9.8000E+1
-5.6938E-1	9.9697E-1	-7.7000E+1
-5.6902E-1	9.9673E-1	-1.0800E+2
-5.6867E-1	9.9454E-1	1.4800E+2
-5.6832E-1	9.9357E-1	-3.4300E+2
-5.6797E-1	9.9430E-1	-2.4500E+2
-5.6761E-1	9.9284E-1	1.2800E+2
-5.6726E-1	9.9284E-1	-4.4900E+2
-5.6691E-1	9.9211E-1	-2.7500E+2
-5.6667E-1	9.9114E-1	-3.1000E+1
-5.6632E-1	9.9139E-1	2.8000E+2
-5.6597E-1	9.8871E-1	-2.0600E+2
-5.6561E-1	9.8944E-1	-6.7100E+2
-5.6526E-1	9.8871E-1	6.7000E+1
-5.6491E-1	9.8677E-1	2.2600E+2
-5.6455E-1	9.8628E-1	2.4600E+2
-5.6432E-1	9.8580E-1	-4.3100E+2
-5.6397E-1	9.8628E-1	-4.6000E+2
-5.6349E-1	9.8434E-1	-4.9000E+2
-5.6326E-1	9.8337E-1	1.0100E+2
-5.6291E-1	9.8240E-1	-7.5000E+1
-5.6255E-1	9.8240E-1	1.1500E+2
-5.6220E-1	9.7972E-1	-2.5700E+2
-5.6185E-1	9.8143E-1	1.1900E+2
-5.6149E-1	9.7875E-1	-5.5200E+2
-5.6114E-1	9.7972E-1	-3.2800E+2
-5.6091E-1	9.7851E-1	4.2400E+2
-5.6055E-1	9.7972E-1	-1.1100E+2
-5.6020E-1	9.7705E-1	-2.6000E+2
-5.5985E-1	9.7705E-1	3.3000E+1
-5.5949E-1	9.7462E-1	-2.0500E+2
-5.5914E-1	9.7487E-1	-2.4900E+2
-5.5879E-1	9.7365E-1	-5.1000E+2
-5.5844E-1	9.7414E-1	-6.2300E+2
-5.5808E-1	9.7268E-1	-3.4900E+2
-5.5773E-1	9.7171E-1	-3.3000E+1
-5.5749E-1	9.7146E-1	1.4600E+2
-5.5714E-1	9.6879E-1	-2.7500E+2
-5.5679E-1	9.7049E-1	1.3000E+1
-5.5644E-1	9.7049E-1	1.8000E+1
-5.5608E-1	9.7098E-1	-5.9000E+1
-5.5573E-1	9.6904E-1	-2.4300E+2
-5.5538E-1	9.6758E-1	-2.7600E+2
-5.5502E-1	9.6588E-1	-1.7700E+2
-5.5467E-1	9.6539E-1	-3.4000E+1
-5.5432E-1	9.6272E-1	2.4700E+2
-5.5408E-1	9.6321E-1	-2.0000E+1
-5.5373E-1	9.6248E-1	-7.7300E+2
-5.5338E-1	9.6199E-1	-3.4200E+2
-5.5302E-1	9.5908E-1	1.3800E+2
-5.5267E-1	9.5932E-1	1.8000E+2
-5.5232E-1	9.5786E-1	-4.2400E+2
-5.5196E-1	9.5713E-1	-5.8600E+2
-5.5161E-1	9.5665E-1	-8.2000E+1
-5.5126E-1	9.5543E-1	3.7000E+1
-5.5091E-1	9.5397E-1	1.3800E+2
-5.5067E-1	9.5349E-1	2.2000E+2
-5.5032E-1	9.5203E-1	-3.9200E+2
-5.4996E-1	9.5033E-1	-2.3300E+2
-5.4961E-1	9.5082E-1	-5.4000E+1
-5.4926E-1	9.4887E-1	-4.9100E+2
-5.4891E-1	9.4960E-1	2.3700E+2
-5.4855E-1	9.4766E-1	-6.4000E+2
-5.4820E-1	9.4474E-1	-1.8900E+2
-5.4796E-1	9.4499E-1	3.6100E+2
-5.4749E-1	9.4304E-1	-1.1200E+2
-5.4726E-1	9.4499E-1	-4.2600E+2
-5.4691E-1	9.4207E-1	3.5100E+2
-5.4655E-1	9.4231E-1	-7.6000E+1
-5.4620E-1	9.4183E-1	-4.8900E+2
-5.4585E-1	9.4110E-1	4.6000E+1
-5.4549E-1	9.3891E-1	-3.6600E+2
-5.4514E-1	9.3794E-1	-1.6800E+2
-5.4479E-1	9.3818E-1	2.4000E+1
-5.4455E-1	9.3575E-1	-2.7900E+2
-5.4408E-1	9.3624E-1	-7.5000E+1
-5.4385E-1	9.3502E-1	-6.5600E+2
-5.4349E-1	9.3308E-1	2.1300E+2
-5.4314E-1	9.3308E-1	-2.8400E+2
-5.4279E-1	9.3332E-1	1.6000E+1
-5.4243E-1	9.3041E-1	-5.1200E+2
-5.4208E-1	9.3114E-1	-4.2000E+1
-5.4173E-1	9.3162E-1	-5.1600E+2
-5.4138E-1	9.2944E-1	-2.7700E+2
-5.4114E-1	9.2992E-1	-7.6000E+1
-5.4067E-1	9.2847E-1	-8.5000E+2
-5.4043E-1	9.2919E-1	-7.1700E+2
-5.4008E-1	9.3065E-1	-3.5200E+2
-5.3973E-1	9.2822E-1	-9.8900E+2
-5.3938E-1	9.2919E-1	-8.1300E+2
-5.3902E-1	9.2992E-1	-8.8600E+2
-5.3867E-1	9.2774E-1	-6.9000E+1
-5.3832E-1	9.2652E-1	-6.6000E+1
-5.3796E-1	9.2847E-1	4.9700E+2
-5.3773E-1	9.2506E-1	9.0500E+2
-5.3738E-1	9.2336E-1	3.0000E+2
-5.3702E-1	9.1972E-1	3.2100E+2
-5.3667E-1	9.1851E-1	-2.1600E+2
-5.3632E-1	9.1680E-1	4.3100E+2
-5.3596E-1	9.1389E-1	-6.2000E+1
-5.3561E-1	9.1316E-1	-1.5600E+2
-5.3526E-1	9.0976E-1	-3.9200E+2
-5.3490E-1	9.0976E-1	5.8100E+2
-5.3455E-1	9.0830E-1	7.8900E+2
-5.3432E-1	9.0612E-1	5.3300E+2
-5.3396E-1	9.0587E-1	-6.9500E+2
-5.3361E-1	9.0442E-1	-2.1600E+2
-5.3326E-1	9.0296E-1	-6.0000E+1
-5.3290E-1	9.0223E-1	-2.0000E+0
-5.3255E-1	9.0126E-1	2.4200E+2
-5.3220E-1	8.9980E-1	-3.4000E+1
-5.3185E-1	8.9907E-1	-3.0000E+0
-5.3149E-1	8.9858E-1	1.4900E+2
-5.3114E-1	8.9713E-1	1.3500E+2
-5.3090E-1	8.9640E-1	2.2400E+2
-5.3055E-1	8.9494E-1	1.9100E+2
-5.3020E-1	8.9421E-1	-1.1100E+2
-5.2985E-1	8.9130E-1	-5.5700E+2
-5.2949E-1	8.9203E-1	3.6300E+2
-5.2914E-1	8.9033E-1	-4.4400E+2
-5.2879E-1	8.8887E-1	-4.7400E+2
-5.2843E-1	8.8790E-1	7.1000E+1
-5.2808E-1	8.8717E-1	2.8400E+2
-5.2773E-1	8.8668E-1	2.7100E+2
-5.2749E-1	8.8547E-1	3.5000E+2
-5.2714E-1	8.8377E-1	1.8700E+2
-5.2679E-1	8.8328E-1	1.7700E+2
-5.2643E-1	8.8085E-1	-1.3300E+2
-5.2608E-1	8.8109E-1	2.1900E+2
-5.2573E-1	8.7891E-1	1.0400E+2
-5.2537E-1	8.7866E-1	-3.9600E+2
-5.2502E-1	8.7964E-1	-3.9300E+2
-5.2467E-1	8.7794E-1	-2.2600E+2
-5.2432E-1	8.7818E-1	1.3100E+2
-5.2408E-1	8.7721E-1	-4.9000E+1
-5.2373E-1	8.7745E-1	-2.7800E+2
-5.2337E-1	8.7648E-1	-1.7700E+2
-5.2302E-1	8.7599E-1	-4.8300E+2
-5.2267E-1	8.7624E-1	-3.3400E+2
-5.2232E-1	8.7696E-1	-3.1400E+2
-5.2196E-1	8.7721E-1	-5.8000E+2
-5.2173E-1	8.7696E-1	-9.0200E+2
-5.2137E-1	8.7818E-1	-8.8200E+2
-5.2090E-1	8.7624E-1	-6.1000E+1
-5.2067E-1	8.7381E-1	7.3900E+2
-5.2032E-1	8.7356E-1	6.9200E+2
-5.1996E-1	8.7016E-1	6.6300E+2
-5.1961E-1	8.6846E-1	7.6600E+2
-5.1926E-1	8.6627E-1	1.3400E+2
-5.1890E-1	8.6409E-1	5.8100E+2
-5.1855E-1	8.6287E-1	5.6200E+2
-5.1831E-1	8.6020E-1	2.2100E+2
-5.1796E-1	8.5899E-1	3.0900E+2
-5.1761E-1	8.5777E-1	-1.6400E+2
-5.1726E-1	8.5510E-1	3.6500E+2
-5.1690E-1	8.5461E-1	3.1000E+2
-5.1655E-1	8.5389E-1	2.9100E+2
-5.1620E-1	8.5267E-1	3.1200E+2
-5.1584E-1	8.5121E-1	1.6000E+2
-5.1549E-1	8.4951E-1	-4.0300E+2
-5.1514E-1	8.4903E-1	-3.5000E+2
-5.1490E-1	8.4927E-1	-1.4500E+2
-5.1455E-1	8.4684E-1	-2.7000E+1
-5.1420E-1	8.4587E-1	5.2000E+1
-5.1384E-1	8.4490E-1	2.5800E+2
-5.1349E-1	8.4417E-1	-3.8000E+1
-5.1314E-1	8.4368E-1	4.0000E+0
-5.1279E-1	8.4490E-1	-3.6800E+2
-5.1243E-1	8.4441E-1	-6.6000E+1
-5.1208E-1	8.4441E-1	-3.8200E+2
-5.1173E-1	8.4441E-1	-3.6000E+2
-5.1149E-1	8.4587E-1	-6.9600E+2
-5.1114E-1	8.4708E-1	-7.1300E+2
-5.1078E-1	8.5121E-1	-7.8300E+2
-5.1043E-1	8.5510E-1	-1.5980E+3
-5.1008E-1	8.5996E-1	-1.7780E+3
-5.0973E-1	8.6725E-1	-1.2850E+3
-5.0937E-1	8.6968E-1	-5.0400E+2
-5.0902E-1	8.6846E-1	-5.8600E+2
-5.0867E-1	8.6700E-1	8.8300E+2
-5.0831E-1	8.6166E-1	1.2230E+3
-5.0808E-1	8.4976E-1	1.9460E+3
-5.0773E-1	8.4490E-1	9.3400E+2
-5.0737E-1	8.4101E-1	8.3500E+2
