Aux out [V]	Aux in [V]	PDH out [a.u.]
9.0084E-2	9.9989E-1	-6.5000E+1
9.1025E-2	9.9624E-1	-1.4000E+2
9.2084E-2	9.9746E-1	1.5000E+1
9.3025E-2	9.9527E-1	4.5000E+1
9.3966E-2	9.9187E-1	-2.0600E+2
9.4790E-2	9.9309E-1	2.2500E+2
9.5731E-2	9.9066E-1	-5.4200E+2
9.6790E-2	9.9017E-1	6.3100E+2
9.7731E-2	9.8798E-1	3.9500E+2
9.8672E-2	9.8483E-1	2.7600E+2
9.9614E-2	9.8434E-1	5.0200E+2
1.0044E-1	9.8240E-1	5.8000E+1
1.0150E-1	9.7900E-1	-1.2400E+2
1.0244E-1	9.7875E-1	-1.9400E+2
1.0338E-1	9.7681E-1	-1.4400E+2
1.0432E-1	9.7584E-1	1.1700E+2
1.0514E-1	9.7341E-1	2.4400E+2
1.0620E-1	9.7122E-1	2.9700E+2
1.0714E-1	9.7025E-1	-1.6900E+2
1.0808E-1	9.6806E-1	-2.5800E+2
1.0903E-1	9.6442E-1	-1.4000E+2
1.0985E-1	9.6199E-1	2.2100E+2
1.1091E-1	9.6029E-1	5.4000E+1
1.1185E-1	9.5835E-1	2.7900E+2
1.1279E-1	9.5495E-1	-4.1000E+1
1.1373E-1	9.5276E-1	4.6000E+2
1.1456E-1	9.4960E-1	3.4100E+2
1.1550E-1	9.4790E-1	7.3200E+2
1.1656E-1	9.4523E-1	6.4800E+2
1.1750E-1	9.4183E-1	3.8000E+2
1.1844E-1	9.3940E-1	4.5000E+2
1.1926E-1	9.3575E-1	4.9900E+2
1.2020E-1	9.3332E-1	4.0400E+2
1.2126E-1	9.3041E-1	4.8900E+2
1.2220E-1	9.2725E-1	7.7900E+2
1.2314E-1	9.2458E-1	5.2500E+2
1.2397E-1	9.2288E-1	9.7800E+2
1.2491E-1	9.1802E-1	5.1000E+2
1.2597E-1	9.1438E-1	1.8000E+1
1.2691E-1	9.1195E-1	7.3200E+2
1.2785E-1	9.0879E-1	7.3100E+2
1.2867E-1	9.0466E-1	1.3610E+3
1.2962E-1	9.0053E-1	9.2100E+2
1.3067E-1	8.9737E-1	1.1070E+3
1.3162E-1	8.9421E-1	7.7800E+2
1.3256E-1	8.8765E-1	5.6300E+2
1.3338E-1	8.8838E-1	4.4200E+2
1.3432E-1	8.8085E-1	9.5300E+2
1.3538E-1	8.7964E-1	7.2200E+2
1.3632E-1	8.7551E-1	5.6200E+2
1.3726E-1	8.7162E-1	1.0010E+3
1.3809E-1	8.6749E-1	1.2280E+3
1.3903E-1	8.6239E-1	8.9200E+2
1.3997E-1	8.5777E-1	8.9400E+2
1.4103E-1	8.5461E-1	8.7900E+2
1.4197E-1	8.5243E-1	7.2300E+2
1.4279E-1	8.4587E-1	1.1980E+3
1.4373E-1	8.4320E-1	1.1280E+3
1.4468E-1	8.3858E-1	9.5700E+2
1.4573E-1	8.3494E-1	1.1700E+3
1.4668E-1	8.2959E-1	8.7400E+2
1.4762E-1	8.2619E-1	1.1100E+3
1.4844E-1	8.2158E-1	9.8400E+2
1.4938E-1	8.1623E-1	1.5130E+3
1.5044E-1	8.1113E-1	2.1030E+3
1.5138E-1	8.0821E-1	9.9000E+2
1.5232E-1	8.0433E-1	1.1510E+3
1.5315E-1	8.0117E-1	1.4710E+3
1.5409E-1	7.9558E-1	1.0780E+3
1.5515E-1	7.9024E-1	1.5450E+3
1.5609E-1	7.8659E-1	1.1160E+3
1.5703E-1	7.8052E-1	8.1300E+2
1.5785E-1	7.7955E-1	1.5510E+3
1.5879E-1	7.7080E-1	1.4320E+3
1.5985E-1	7.6886E-1	1.1970E+3
1.6079E-1	7.6400E-1	1.3280E+3
1.6174E-1	7.6084E-1	1.3490E+3
1.6256E-1	7.5598E-1	1.5200E+3
1.6350E-1	7.5210E-1	1.3450E+3
1.6444E-1	7.4942E-1	1.6540E+3
1.6550E-1	7.4359E-1	1.0870E+3
1.6644E-1	7.4068E-1	1.5820E+3
1.6727E-1	7.3606E-1	1.5150E+3
1.6821E-1	7.3096E-1	1.8260E+3
1.6915E-1	7.2732E-1	1.3100E+3
1.7021E-1	7.2367E-1	1.7950E+3
1.7115E-1	7.2076E-1	1.6190E+3
1.7197E-1	7.1614E-1	1.5970E+3
1.7291E-1	7.1250E-1	1.6560E+3
1.7385E-1	7.0934E-1	1.1260E+3
1.7491E-1	7.0497E-1	1.1640E+3
1.7585E-1	7.0254E-1	1.6270E+3
1.7668E-1	6.9574E-1	1.2010E+3
1.7762E-1	6.9476E-1	1.5650E+3
1.7856E-1	6.9112E-1	1.1240E+3
1.7962E-1	6.8578E-1	1.6170E+3
1.8056E-1	6.8456E-1	1.1310E+3
1.8138E-1	6.7873E-1	1.4660E+3
1.8233E-1	6.7776E-1	1.1990E+3
1.8327E-1	6.7533E-1	1.5120E+3
1.8433E-1	6.7241E-1	1.1080E+3
1.8527E-1	6.6707E-1	1.6050E+3
1.8609E-1	6.6440E-1	1.7510E+3
1.8703E-1	6.6367E-1	1.2860E+3
1.8797E-1	6.6027E-1	1.3280E+3
1.8891E-1	6.5735E-1	1.3760E+3
1.8997E-1	6.5492E-1	1.4330E+3
1.9080E-1	6.5322E-1	9.6300E+2
1.9174E-1	6.5055E-1	1.3560E+3
1.9268E-1	6.4982E-1	8.5400E+2
1.9362E-1	6.4836E-1	1.0520E+3
1.9468E-1	6.4569E-1	1.4590E+3
1.9562E-1	6.4326E-1	1.3560E+3
1.9644E-1	6.4205E-1	8.3800E+2
1.9739E-1	6.4059E-1	1.1890E+3
1.9833E-1	6.4059E-1	1.2310E+3
1.9939E-1	6.3743E-1	1.1950E+3
2.0033E-1	6.3500E-1	1.6960E+3
2.0115E-1	6.3695E-1	6.9400E+2
2.0209E-1	6.3549E-1	7.3600E+2
2.0303E-1	6.3403E-1	9.7200E+2
2.0409E-1	6.3184E-1	8.4300E+2
2.0503E-1	6.3233E-1	9.2400E+2
2.0586E-1	6.3184E-1	6.5900E+2
2.0680E-1	6.3014E-1	2.1900E+2
2.0774E-1	6.3160E-1	9.3600E+2
2.0880E-1	6.3136E-1	1.0490E+3
2.0974E-1	6.3063E-1	7.2000E+2
2.1056E-1	6.3039E-1	7.4000E+2
2.1150E-1	6.3160E-1	4.1500E+2
2.1245E-1	6.3160E-1	1.0930E+3
2.1339E-1	6.3160E-1	2.0400E+2
2.1445E-1	6.3160E-1	5.1400E+2
2.1527E-1	6.3452E-1	7.7500E+2
2.1621E-1	6.3403E-1	7.9300E+2
2.1715E-1	6.3427E-1	7.3700E+2
2.1809E-1	6.3597E-1	9.7800E+2
2.1915E-1	6.3525E-1	1.0630E+3
2.1998E-1	6.3646E-1	4.0600E+2
2.2092E-1	6.3816E-1	8.0300E+2
2.2186E-1	6.4059E-1	8.2000E+1
2.2280E-1	6.4132E-1	6.0500E+2
2.2386E-1	6.4180E-1	5.9400E+2
2.2468E-1	6.4399E-1	2.9500E+2
2.2562E-1	6.4472E-1	3.4900E+2
2.2656E-1	6.4764E-1	1.8400E+2
2.2751E-1	6.5055E-1	3.2700E+2
2.2856E-1	6.5322E-1	3.1300E+2
2.2939E-1	6.5565E-1	7.1200E+2
2.3033E-1	6.5687E-1	8.6000E+1
2.3127E-1	6.5881E-1	9.8200E+2
2.3221E-1	6.6124E-1	6.7900E+2
2.3327E-1	6.6270E-1	1.5600E+2
2.3409E-1	6.6513E-1	2.1000E+1
2.3504E-1	6.6853E-1	-1.2500E+2
2.3598E-1	6.7096E-1	-1.9600E+2
2.3692E-1	6.7509E-1	-1.0600E+2
2.3786E-1	6.7800E-1	-1.0600E+2
2.3880E-1	6.8019E-1	3.6000E+1
2.3974E-1	6.8578E-1	-2.4400E+2
2.4068E-1	6.8748E-1	-2.2800E+2
2.4162E-1	6.9039E-1	-5.1200E+2
2.4257E-1	6.9428E-1	5.0200E+2
2.4351E-1	6.9938E-1	1.6700E+2
2.4445E-1	7.0205E-1	-4.5200E+2
2.4539E-1	7.0472E-1	-1.5000E+1
2.4633E-1	7.1031E-1	-3.3300E+2
2.4727E-1	7.1298E-1	-7.0600E+2
2.4821E-1	7.1517E-1	1.8400E+2
2.4915E-1	7.2173E-1	-2.6700E+2
2.5010E-1	7.2319E-1	5.2000E+1
2.5104E-1	7.2926E-1	1.3200E+2
2.5198E-1	7.2999E-1	-3.8400E+2
2.5292E-1	7.3679E-1	1.8000E+1
2.5386E-1	7.4214E-1	-5.2600E+2
2.5480E-1	7.4457E-1	-5.8200E+2
2.5574E-1	7.4748E-1	2.0500E+2
2.5668E-1	7.5307E-1	-5.1500E+2
2.5763E-1	7.5720E-1	-5.6000E+2
2.5857E-1	7.6133E-1	-1.0000E+1
2.5951E-1	7.6546E-1	-1.0360E+3
2.6045E-1	7.7153E-1	-7.0500E+2
2.6139E-1	7.7493E-1	-1.3660E+3
2.6221E-1	7.7785E-1	-6.9900E+2
2.6327E-1	7.8149E-1	-1.6700E+2
2.6421E-1	7.8562E-1	-6.5300E+2
2.6516E-1	7.9145E-1	-8.8600E+2
2.6610E-1	7.9510E-1	-6.7300E+2
2.6704E-1	8.0044E-1	-1.2310E+3
2.6798E-1	8.0433E-1	1.0900E+2
2.6892E-1	8.0821E-1	-7.2400E+2
2.6986E-1	8.1283E-1	-6.3500E+2
2.7080E-1	8.1672E-1	-2.4700E+2
2.7174E-1	8.2230E-1	-8.7500E+2
2.7269E-1	8.2668E-1	-1.0030E+3
2.7363E-1	8.2983E-1	-9.1800E+2
2.7457E-1	8.3251E-1	-9.8800E+2
2.7551E-1	8.3907E-1	-1.0060E+3
2.7645E-1	8.4271E-1	-1.6780E+3
2.7739E-1	8.4660E-1	-8.3700E+2
2.7833E-1	8.4878E-1	-8.7000E+2
2.7927E-1	8.5194E-1	-8.9300E+2
2.8022E-1	8.5972E-1	-5.1400E+2
2.8116E-1	8.6312E-1	-9.7300E+2
2.8210E-1	8.6627E-1	-1.1960E+3
2.8304E-1	8.6822E-1	-6.0000E+2
2.8398E-1	8.7138E-1	-6.9900E+2
2.8492E-1	8.7575E-1	-6.5200E+2
2.8586E-1	8.8037E-1	-6.4800E+2
2.8669E-1	8.8425E-1	-1.2800E+3
2.8775E-1	8.8644E-1	-8.4600E+2
2.8869E-1	8.8935E-1	-1.2430E+3
2.8963E-1	8.9567E-1	-1.2990E+3
2.9057E-1	8.9810E-1	-6.8500E+2
2.9139E-1	9.0126E-1	-5.7800E+2
2.9245E-1	9.0344E-1	-1.2850E+3
2.9339E-1	9.0733E-1	-7.0100E+2
2.9433E-1	9.1025E-1	-1.0580E+3
2.9528E-1	9.1243E-1	-1.1040E+3
2.9610E-1	9.1510E-1	-9.2500E+2
2.9716E-1	9.2021E-1	-8.1300E+2
2.9810E-1	9.2312E-1	-8.4600E+2
2.9904E-1	9.2604E-1	-5.6700E+2
2.9998E-1	9.2847E-1	-1.0230E+3
3.0081E-1	9.3090E-1	-1.0980E+3
3.0186E-1	9.3187E-1	-8.7300E+2
3.0281E-1	9.3527E-1	-5.2100E+2
3.0375E-1	9.3988E-1	-1.2500E+3
3.0469E-1	9.4013E-1	-5.3900E+2
3.0551E-1	9.4353E-1	-5.2400E+2
3.0657E-1	9.4523E-1	-1.5000E+2
3.0751E-1	9.4839E-1	-6.6100E+2
3.0845E-1	9.4960E-1	-7.7800E+2
3.0939E-1	9.5324E-1	-8.7800E+2
3.1022E-1	9.5422E-1	-5.9700E+2
3.1116E-1	9.5616E-1	-8.8500E+2
3.1222E-1	9.5835E-1	-6.8600E+2
3.1316E-1	9.5932E-1	-7.5200E+2
3.1410E-1	9.6126E-1	-5.4800E+2
3.1504E-1	9.6321E-1	-8.4200E+2
3.1587E-1	9.6539E-1	-7.6900E+2
3.1692E-1	9.6831E-1	-5.5300E+2
3.1787E-1	9.7025E-1	-1.2450E+3
3.1881E-1	9.7049E-1	-6.2600E+2
3.1975E-1	9.7146E-1	-8.9100E+2
3.2057E-1	9.7195E-1	-4.3600E+2
3.2163E-1	9.7365E-1	-1.9000E+2
3.2257E-1	9.7462E-1	-9.5600E+2
3.2351E-1	9.7730E-1	-1.0460E+3
3.2445E-1	9.7875E-1	-1.1400E+3
3.2528E-1	9.7924E-1	-1.0450E+3
3.2634E-1	9.8021E-1	-4.9800E+2
3.2728E-1	9.8215E-1	-1.8100E+2
3.2822E-1	9.8313E-1	-6.8500E+2
3.2916E-1	9.8555E-1	-7.4800E+2
3.2998E-1	9.8361E-1	-6.6500E+2
3.3104E-1	9.8628E-1	-7.3100E+2
3.3198E-1	9.8701E-1	-1.0410E+3
3.3293E-1	9.8774E-1	-5.3100E+2
3.3387E-1	9.8920E-1	-7.2100E+2
3.3469E-1	9.8993E-1	-9.5400E+2
3.3563E-1	9.8871E-1	-6.5600E+2
3.3669E-1	9.9041E-1	-3.5600E+2
3.3763E-1	9.9284E-1	-6.2900E+2
3.3857E-1	9.9406E-1	-5.0400E+2
3.3940E-1	9.9406E-1	-9.2900E+2
3.4034E-1	9.9430E-1	-5.5000E+2
3.4140E-1	9.9381E-1	-7.4100E+2
3.4234E-1	9.9576E-1	-8.6600E+2
3.4328E-1	9.9454E-1	-2.9600E+2
3.4410E-1	9.9624E-1	-1.3050E+3
3.4504E-1	9.9576E-1	-2.5400E+2
3.4610E-1	9.9503E-1	-4.5100E+2
3.4704E-1	9.9552E-1	-8.0800E+2
3.4799E-1	9.9770E-1	-5.9000E+2
3.4881E-1	9.9819E-1	-5.3700E+2
3.4975E-1	9.9867E-1	-1.3300E+2
3.5081E-1	9.9819E-1	-6.3600E+2
3.5175E-1	9.9916E-1	-4.9000E+2
3.5269E-1	9.9916E-1	-2.9000E+2
3.5351E-1	9.9916E-1	-7.6800E+2
3.5446E-1	9.9965E-1	-7.3700E+2
3.5552E-1	1.0004E+0	-1.4000E+2
3.5646E-1	1.0001E+0	-1.2000E+1
3.5740E-1	1.0016E+0	1.8500E+2
3.5822E-1	1.0011E+0	-8.5000E+1
3.5916E-1	1.0006E+0	-5.1500E+2
3.6010E-1	1.0004E+0	-4.6500E+2
3.6116E-1	1.0018E+0	-3.6600E+2
3.6210E-1	1.0009E+0	-5.0500E+2
3.6305E-1	1.0004E+0	-8.4000E+1
3.6387E-1	1.0009E+0	-1.8700E+2
3.6481E-1	1.0016E+0	-5.8600E+2
3.6587E-1	1.0013E+0	-6.9600E+2
3.6681E-1	1.0033E+0	-8.2500E+2
3.6775E-1	1.0021E+0	-6.9500E+2
3.6857E-1	1.0009E+0	-8.6500E+2
3.6952E-1	1.0016E+0	-1.1220E+3
3.7058E-1	1.0016E+0	-3.3200E+2
3.7152E-1	1.0026E+0	-1.0270E+3
3.7246E-1	1.0011E+0	-1.0320E+3
3.7328E-1	1.0023E+0	-7.7600E+2
3.7422E-1	1.0021E+0	6.3000E+1
3.7528E-1	1.0028E+0	-6.0700E+2
3.7622E-1	1.0028E+0	-1.0790E+3
3.7716E-1	1.0023E+0	-8.2900E+2
3.7799E-1	1.0021E+0	-1.1720E+3
3.7893E-1	1.0038E+0	-7.8900E+2
3.7999E-1	1.0026E+0	-8.8400E+2
3.8093E-1	1.0028E+0	-4.8100E+2
3.8187E-1	1.0033E+0	-4.4400E+2
3.8269E-1	1.0028E+0	-1.3110E+3
3.8363E-1	1.0030E+0	-2.6500E+2
3.8458E-1	1.0023E+0	4.4000E+1
3.8564E-1	1.0016E+0	-6.1000E+2
3.8658E-1	1.0013E+0	-5.0200E+2
3.8740E-1	1.0040E+0	-4.3600E+2
3.8834E-1	1.0028E+0	-9.0000E+1
3.8928E-1	1.0004E+0	-3.9000E+2
3.9034E-1	1.0011E+0	3.4000E+1
3.9128E-1	1.0028E+0	-5.7200E+2
3.9211E-1	1.0023E+0	-4.8800E+2
3.9305E-1	1.0026E+0	-3.7500E+2
3.9399E-1	1.0011E+0	-3.6500E+2
3.9505E-1	1.0016E+0	-6.4600E+2
3.9599E-1	9.9916E-1	-3.2200E+2
3.9681E-1	1.0035E+0	-4.9400E+2
3.9775E-1	1.0006E+0	-4.2500E+2
3.9869E-1	1.0009E+0	-4.1900E+2
3.9975E-1	1.0006E+0	-1.0470E+3
4.0069E-1	1.0021E+0	-4.7400E+2
4.0152E-1	1.0023E+0	-4.1200E+2
4.0246E-1	1.0018E+0	-1.2830E+3
4.0340E-1	1.0016E+0	-1.0220E+3
4.0446E-1	1.0018E+0	-5.4800E+2
4.0540E-1	1.0011E+0	-1.3800E+2
4.0622E-1	1.0016E+0	-5.1800E+2
4.0717E-1	9.9940E-1	-3.1500E+2
4.0811E-1	1.0009E+0	-6.2000E+2
4.0905E-1	1.0001E+0	-5.5700E+2
4.1011E-1	9.9965E-1	-1.0240E+3
4.1105E-1	1.0004E+0	-2.6200E+2
4.1187E-1	9.9989E-1	-3.0800E+2
4.1281E-1	1.0011E+0	-6.7400E+2
4.1375E-1	9.9965E-1	-2.2600E+2
4.1481E-1	9.9867E-1	-5.5700E+2
4.1575E-1	1.0011E+0	-5.8500E+2
4.1658E-1	1.0009E+0	-6.1800E+2
4.1752E-1	1.0011E+0	9.3000E+1
4.1846E-1	9.9965E-1	-1.4100E+2
4.1952E-1	1.0011E+0	-8.5600E+2
4.2046E-1	9.9965E-1	-3.6700E+2
4.2128E-1	1.0001E+0	-3.0400E+2
4.2223E-1	9.9989E-1	-1.2370E+3
4.2317E-1	1.0011E+0	-7.8100E+2
4.2423E-1	9.9965E-1	-4.2800E+2
4.2517E-1	9.9989E-1	-5.2900E+2
4.2599E-1	9.9989E-1	-1.6500E+2
4.2693E-1	9.9794E-1	-5.0000E+1
4.2787E-1	9.9940E-1	-5.0700E+2
4.2893E-1	9.9916E-1	-9.6400E+2
4.2987E-1	9.9867E-1	-3.4100E+2
4.3070E-1	9.9843E-1	-4.2600E+2
4.3164E-1	9.9794E-1	-8.8100E+2
4.3258E-1	9.9916E-1	-9.1500E+2
4.3352E-1	9.9916E-1	-5.8700E+2
4.3458E-1	9.9867E-1	-7.8000E+1
4.3540E-1	1.0001E+0	-8.8800E+2
4.3634E-1	9.9843E-1	-4.3500E+2
4.3729E-1	9.9965E-1	-5.4300E+2
4.3823E-1	9.9746E-1	2.7500E+2
4.3929E-1	9.9722E-1	-1.0840E+3
4.4011E-1	9.9624E-1	-3.7500E+2
4.4105E-1	9.9867E-1	-9.1700E+2
4.4199E-1	9.9794E-1	-4.3700E+2
4.4293E-1	9.9867E-1	-3.3800E+2
4.4399E-1	9.9746E-1	3.0700E+2
4.4482E-1	9.9843E-1	-2.2600E+2
4.4576E-1	9.9552E-1	-5.4000E+2
4.4670E-1	9.9673E-1	-6.7900E+2
4.4764E-1	9.9819E-1	-3.8000E+2
4.4870E-1	9.9867E-1	-3.8600E+2
4.4952E-1	9.9624E-1	-6.6600E+2
4.5046E-1	9.9697E-1	2.3000E+1
4.5140E-1	9.9770E-1	-5.1000E+2
4.5235E-1	9.9770E-1	-2.6600E+2
4.5340E-1	9.9722E-1	-7.7200E+2
4.5423E-1	9.9746E-1	-6.1600E+2
4.5517E-1	9.9746E-1	-4.3700E+2
4.5611E-1	9.9454E-1	-1.0180E+3
4.5705E-1	9.9746E-1	-5.5700E+2
4.5799E-1	9.9867E-1	-7.2900E+2
4.5905E-1	9.9649E-1	-7.8700E+2
4.5988E-1	9.9552E-1	-3.0300E+2
4.6082E-1	9.9770E-1	-5.5900E+2
4.6176E-1	9.9697E-1	-4.3600E+2
4.6270E-1	9.9770E-1	-7.8000E+2
4.6376E-1	9.9527E-1	-4.3400E+2
4.6458E-1	9.9527E-1	-4.6400E+2
4.6552E-1	9.9624E-1	-7.9100E+2
4.6646E-1	9.9649E-1	-8.6900E+2
4.6741E-1	9.9406E-1	-2.6400E+2
4.6846E-1	9.9600E-1	-8.7100E+2
4.6929E-1	9.9576E-1	-2.1400E+2
4.7023E-1	9.9624E-1	-2.6000E+2
4.7117E-1	9.9624E-1	-5.1300E+2
4.7211E-1	9.9697E-1	-5.6200E+2
4.7317E-1	9.9600E-1	2.0200E+2
4.7399E-1	9.9479E-1	-5.3300E+2
4.7494E-1	9.9624E-1	-6.6300E+2
4.7588E-1	9.9527E-1	-1.9000E+2
4.7682E-1	9.9576E-1	4.2400E+2
4.7788E-1	9.9552E-1	-2.7800E+2
4.7870E-1	9.9333E-1	-4.4700E+2
4.7964E-1	9.9309E-1	-7.3200E+2
4.8058E-1	9.9527E-1	-8.3300E+2
4.8152E-1	9.9454E-1	-1.1700E+2
4.8247E-1	9.9406E-1	-5.1300E+2
4.8341E-1	9.9454E-1	-4.8200E+2
4.8435E-1	9.9479E-1	-2.5700E+2
4.8529E-1	9.9406E-1	-8.9500E+2
4.8623E-1	9.9357E-1	-7.5300E+2
4.8717E-1	9.9406E-1	-2.9300E+2
4.8811E-1	9.9503E-1	-2.4100E+2
4.8905E-1	9.9357E-1	-5.8300E+2
4.9000E-1	9.9430E-1	-8.1700E+2
4.9094E-1	9.9381E-1	-4.9800E+2
4.9188E-1	9.9503E-1	-8.9200E+2
4.9282E-1	9.9357E-1	-1.2190E+3
4.9376E-1	9.9430E-1	-4.5100E+2
4.9470E-1	9.9333E-1	-7.0800E+2
4.9564E-1	9.9236E-1	-5.8300E+2
4.9658E-1	9.9357E-1	-2.2200E+2
4.9753E-1	9.9309E-1	-8.0600E+2
4.9847E-1	9.9260E-1	-1.0200E+2
4.9941E-1	9.9333E-1	-8.4800E+2
5.0035E-1	9.9236E-1	-8.1000E+2
5.0129E-1	9.9430E-1	-5.1000E+1
5.0223E-1	9.9454E-1	-3.3300E+2
5.0317E-1	9.9309E-1	-4.7300E+2
5.0411E-1	9.9333E-1	-2.8700E+2
5.0506E-1	9.9309E-1	-1.5600E+2
5.0600E-1	9.9284E-1	-8.7600E+2
5.0694E-1	9.9284E-1	-8.2200E+2
5.0788E-1	9.9236E-1	-6.7100E+2
5.0882E-1	9.9309E-1	-3.3000E+2
5.0976E-1	9.9211E-1	-7.3000E+2
5.1070E-1	9.9187E-1	7.9000E+1
5.1164E-1	9.9187E-1	-5.3600E+2
5.1259E-1	9.9090E-1	-8.1900E+2
5.1353E-1	9.9163E-1	-2.3500E+2
5.1447E-1	9.9236E-1	-1.0610E+3
5.1541E-1	9.9211E-1	-6.0800E+2
5.1635E-1	9.9090E-1	-1.6200E+2
5.1729E-1	9.9236E-1	-6.0600E+2
5.1823E-1	9.9211E-1	2.9000E+1
5.1917E-1	9.9187E-1	-1.0810E+3
